m_obs1,asym_var_obs1,sigma_hat_obs1,ci_len_obs1,m_obs2,asym_var_obs2,sigma_hat_obs2,ci_len_obs2,m_ipw1,asym_var_ipw1,sigma_hat_ipw1,ci_len_ipw1,m_ipw2,asym_var_ipw2,sigma_hat_ipw2,ci_len_ipw2,m_full,asym_var_full,sigma_hat_full,ci_len_full
4.61774459045517,0.0043188036800319,1.00936790949731,0.260021531134025,4.66124293550411,0.0045015185722909,1.04815549688444,0.275666077152938,4.6280858146828,0.0030231625760223,1.06839272061534,0.230271271168355,4.66025664829815,0.0032602626486011,1.07983774675377,0.241692339473127,4.66311862746785,0.003232601902751,1.00620358199623,0.224253927492334
4.77147614851176,0.0043998432766104,1.0373397367512,0.269722828105102,4.77056134622406,0.0042796872502095,1.04195331091898,0.267197482626257,4.76742410595903,0.0030798902936272,1.09755962250096,0.238766741130818,4.79099595696626,0.0030579657724383,1.08781393894059,0.235802831720005,4.81009504455266,0.0032447787575125,0.997367996608575,0.222702996357103
4.82069716211268,0.0048561734378883,1.08730232874098,0.297013028052119,4.71827286967203,0.0046239077356086,1.04016314467963,0.277258026862398,4.80754542622699,0.0033993214065218,1.1329578400371,0.25893332626842,4.74229431512959,0.0033828591804778,1.07608849739575,0.245339816226164,4.6773268752743,0.0034003050325702,1.04331636617611,0.238480594615019
4.69980481077108,0.0047159949358998,1.09046800593753,0.293547022580661,4.7505424214351,0.0047840545583134,1.09710809114623,0.297457940402083,4.68794279954284,0.0033011964551299,1.18536475670419,0.266972041421203,4.7531498376623,0.0034070574001889,1.15136263435155,0.263438923408088,4.71774370564827,0.0034320544541724,1.05003364947973,0.241133965554329
4.63803838251024,0.0042514040932553,1.042680438805,0.266498952234237,4.62127510522989,0.0039660953490859,1.01524127725339,0.250627619388444,4.63679247925464,0.0029759828652787,1.10181477151993,0.235614432934079,4.61926938766862,0.0028836237286265,1.08101172825975,0.227550496661848,4.68243292812437,0.0030372920568021,1.01673932302051,0.21964988709127
4.68444565470949,0.0044708193619994,1.05768955646653,0.277223386467478,4.61249666153788,0.0043178647255689,1.08545334602303,0.279591371531215,4.68032965302153,0.0031295735533995,1.13055088669602,0.247919554702712,4.59792666115842,0.0031337931028474,1.14150414946898,0.250490201093954,4.65982228215591,0.0031806084771927,1.03402939546969,0.228594658333626
4.63529547958793,0.0044233430012799,1.02716758030017,0.267790211961909,4.62764400149873,0.0041893285618048,1.04501882915876,0.265139488217798,4.6333696425167,0.0030963401008959,1.09747656067879,0.239385405231204,4.65125269041741,0.003007925483962,1.09288023673653,0.234954731737696,4.62358533924697,0.003126422239928,0.996954385824528,0.218512955265044
4.67314220468394,0.0043069081819036,1.04741896034016,0.269451946043115,4.78227131940279,0.0042146690544164,1.11384895633897,0.283456309319136,4.66721053538601,0.0030148357273325,1.11888230487645,0.240820979697454,4.77829872740595,0.0030521886569464,1.18623401356529,0.256894109616672,4.7443488137393,0.0031404021824735,1.02360263151396,0.224854775520633
4.66006859886116,0.0044644350861023,1.14770576148539,0.300602027017999,4.71715800243057,0.0043546726343845,1.1426381539682,0.295572867090011,4.65327066690664,0.0031471953322951,1.1975670292438,0.263353907556874,4.70385815187593,0.0030810790726259,1.19987944272737,0.261076102996968,4.66208744907069,0.0032879476159754,1.10029672659201,0.24731494004973
4.54608569914957,0.0042255169192509,0.995777134595591,0.253734872178068,4.44663543799194,0.0041198304410846,1.02638472188639,0.258242630340185,4.53505103835784,0.0029578618434756,1.07139840846083,0.228411531673708,4.44736685199228,0.0029627765349802,1.07715113364211,0.22982865618877,4.54160614822547,0.0031207003492661,0.971174230608925,0.212667571438063
4.70861450275967,0.0045207668575523,0.996808795115276,0.262721734769565,4.8862570674833,0.0043787604676218,1.08002165868497,0.280147109480468,4.68596557063255,0.0031645368002866,1.06358635083805,0.234534057608011,4.87235679659956,0.0031612339542359,1.15736692398168,0.255080624931761,4.75493788507731,0.0031270631761147,0.997488344192648,0.218652397635855
4.68373485397609,0.0048442964530157,1.18735967038813,0.323948323421968,4.69484263980239,0.0046388244472014,1.1162703321282,0.298024136063298,4.66349836356732,0.003391007517111,1.25942015314807,0.287483617779817,4.68612116827936,0.0033137490520876,1.18340415994238,0.267036720971967,4.66956230387511,0.0033234686375554,1.07730621100074,0.243451829641828
4.73641236419806,0.0046130941960815,1.10076202689563,0.29306751866802,4.66421543698078,0.0044845723697359,1.10101612574214,0.289022920330952,4.71494269354185,0.003229165937257,1.19212430166559,0.265549084972983,4.65977105521512,0.00324282327579,1.18154358681153,0.263748181987733,4.65529882912744,0.0032381718824258,1.08789693222006,0.242669830882284
4.85400446974434,0.0041392598202427,1.13087245276614,0.285202321110178,4.83369178726169,0.0040939477790313,1.09718182200588,0.275186953074053,4.82249128356211,0.0029211361073182,1.21157620975631,0.256687499996393,4.80305722977173,0.0029361953755776,1.15856136575044,0.246087528130914,4.73927111884474,0.0030313753042047,1.04556234006449,0.225656513011832
4.83377298355675,0.0046873442618425,1.08855452308726,0.292140453495048,4.78404887311458,0.0043444272232605,1.14499119026528,0.295832916486581,4.80153417024931,0.0032811409832897,1.12587726613497,0.252802626819642,4.77314027502713,0.0031631382328891,1.1987585288453,0.264282789736568,4.7257584688111,0.0032450891272855,1.09089273432651,0.243597849826501
