m_obs1,asym_var_obs1,sigma_hat_obs1,ci_len_obs1,m_obs2,asym_var_obs2,sigma_hat_obs2,ci_len_obs2,m_ipw1,asym_var_ipw1,sigma_hat_ipw1,ci_len_ipw1,m_ipw2,asym_var_ipw2,sigma_hat_ipw2,ci_len_ipw2,m_full,asym_var_full,sigma_hat_full,ci_len_full
3.27076179483656,0.004675201811623,2.20919164090122,0.592122629699774,3.24557279902213,0.0045807676354851,2.18139952273502,0.578738576314103,3.2631431922164,0.0032726412681361,2.60681161262149,0.58457055355507,3.2469187694023,0.0033185320005939,2.53043876461226,0.57140879898089,3.28198519150689,0.003232601902751,2.21499228367499,0.493658269426822
3.05803261672423,0.0045927665672079,1.97139287450212,0.523707092327625,3.12057764377795,0.004306361239122,2.50652789275628,0.644771536743244,3.0453416351797,0.0032149365970455,2.33916407220715,0.519906177594588,3.13175625867224,0.0031193444571074,2.94661487958202,0.645109045847961,3.16840667606389,0.0032447787575125,2.70536164419987,0.604082090503794
3.5167357150816,0.0046153579706965,2.9640292698842,0.789338471067785,3.49755714802554,0.0043953363233099,2.82937948336794,0.735301315170308,3.50053013723444,0.0032307505794875,3.49548365328508,0.778819967708984,3.47908671559332,0.0032020462794596,3.28875817443977,0.729497536305281,3.58062560909146,0.0034003050325702,3.88493419427544,0.888015799164261
3.15551436303361,0.0046939151080444,2.37885505799797,0.63887174857933,3.19879133330987,0.0048620700493886,2.6299690447288,0.718851741584766,3.14346190625327,0.0032857405756311,2.80611235781653,0.630521323499441,3.17254130766677,0.0034604849600753,3.0730304267224,0.708620039793611,3.21307166461051,0.0034320544541724,2.57353773432222,0.590997592970757
3.33880520495093,0.0044430971068432,3.43768021584925,0.898227741526368,3.55400026599643,0.0042606175284911,3.1674885102105,0.810455940211812,3.3229058080062,0.0031101679747903,4.07247606825849,0.890283962566513,3.56279815530393,0.0030813968803752,3.87130353211815,0.842382099849015,3.32834596045514,0.0030372920568021,3.08105475185973,0.665611443410614
3.3467384089292,0.0044458764282844,2.36311464877768,0.617648758446583,3.54196305026278,0.0043370664155568,6.05307961891536,1.56261687304868,3.34302610901265,0.0031121134997991,2.7831989735846,0.608625376195722,3.52988265866856,0.0031502724142969,6.98821310128304,1.5375111780469,3.4377360715011,0.0031806084771927,5.28649244035628,1.16869398344098
3.29526573938954,0.0045080554498943,2.1435531530025,0.564166076566736,3.23171241002974,0.0042816593877424,2.09701346045685,0.537879958411243,3.28799008133213,0.003155638814926,2.5323674076082,0.557632974169461,3.24541393918129,0.0030721631337142,2.4296567616568,0.527892082476928,3.19376037625909,0.003126422239928,2.10816839203014,0.462069390624999
3.16436783035029,0.0042862025848243,2.66358205526546,0.683566095747055,2.97124815249542,0.0042517792242313,3.03302794659441,0.775246566357164,3.15511246123959,0.003000341809377,3.16771022122539,0.680156573222158,2.90327241928888,0.0030874080551345,3.55310465658909,0.773896892762337,3.02117237337436,0.0031404021824735,2.74384219649462,0.602739776317607
3.32449922213218,0.0047200643519627,2.40711219167176,0.648258737474278,3.38163567709654,0.0044025248884334,2.46282077564647,0.64056293456524,3.3105288585433,0.0033040450463739,2.84341332850712,0.6406798443474,3.33735235191528,0.0031232749960637,2.8708080604004,0.628908342658828,3.5150054829831,0.0032879476159754,2.86036620951311,0.642927748969227
3.34679998844991,0.0044734536529478,2.67122195019006,0.700340968742558,3.25127667539893,0.0042083281880183,2.95772941356822,0.752127256553105,3.33703080512113,0.0031517923302078,3.18149750378925,0.700145772189271,3.24836532799388,0.003028662286607,3.35279416930458,0.723286574839791,3.19565529658597,0.0031207003492661,2.81058653684245,0.615461772221891
2.93281464616566,0.0043448429239709,2.64037156277494,0.682228995600028,3.01184231971834,0.0041019188329015,2.49371982653732,0.626064784877706,2.91958160898622,0.003019184405271,3.1244855172445,0.672978860469632,3.01286113054702,0.0029613018629771,2.91309203224525,0.621403409723331,2.98216548742362,0.0031270631761147,2.4495484691376,0.536948275155716
4.31271327477102,0.0044812085865687,8.12314472717665,2.13157126676878,3.36423208181841,0.0045607872111128,2.1206651431236,0.561397002982887,4.28450157340987,0.0031368460105981,9.55806708913029,2.09843132635608,3.35024923379407,0.0032669232264092,2.47442512349239,0.554398271399809,3.97056315864914,0.0033473582654744,7.04566682839972,1.59790622219015
