m_obs1,ci_len_obs1,m_obs2,ci_len_obs2,m_ipw1,ci_len_ipw1,m_ipw2,ci_len_ipw2,m_full,ci_len_full
2.09732707898333,0.933906096598646,1.8514818226505,0.839026368180498,2.04162148464863,0.548449990571969,1.7897748444027,0.568696774492216,2.13952627469171,0.65921153101974
1.97430091545151,0.92821554635449,1.60045247755547,0.962356083799138,1.95982411460637,0.589032839046326,1.58919436661358,0.590986276596239,1.78669258738651,0.739296033809201
1.67016866620268,0.97607181282379,1.76434583208003,1.25003236089928,1.60673164015457,0.530242275360033,1.76449173541283,0.713733220176298,1.68374710362834,0.744225728069219
1.42677310931088,0.992826294328888,1.2523080650188,0.854008608097978,1.42886017735671,0.533069018942898,1.23545696299458,0.520744943883799,1.41476944229322,0.64920695304705
1.85753376521455,1.09395098625124,1.79103881091565,1.07097270290414,1.89583475828785,0.560944899747347,1.74641758282392,0.540896211759665,1.80302577289128,0.718505652826219
1.38771823666986,0.911475589387031,1.73595066595372,1.00232812285188,1.45957685836278,0.506080108104324,1.65345551946645,0.640177690031278,1.58310749312429,0.668991110896133
1.86455244350614,0.984502358123058,2.13123903108597,1.38161503742854,1.75244084262446,0.559414248589398,2.15141965921522,0.558829191896494,1.9810872994266,0.747906197545774
1.57054652995811,0.998906287552714,1.72110240865218,1.00107874292319,1.61035335333427,0.544110969778365,1.71002451552878,0.594604067967317,1.89441999492631,0.716391577450441
2.03330629294768,0.888322269331536,1.96825847223219,0.785532394335738,2.05224679361111,0.556033786954703,1.87401536435756,0.507392527712252,1.89258427926314,0.716525555332779
2.06706231251846,0.993710314985033,2.12543920875643,0.948969980068478,2.10262340031593,0.520474145116144,2.10613500120528,0.538401448559687,1.84927263078689,0.638389104576829
2.18916513605165,0.929259998312359,1.89574306142371,0.985549755781309,2.26728207599288,0.510425614143663,1.82942045932164,0.603965220248516,1.82974018885356,0.695474509338403
2.05875856510229,0.917994470042346,2.26218046377416,0.891877073141461,2.14275348577747,0.508693498357414,2.24843627761754,0.676292172141571,2.13373266042994,0.677247981153628
1.89718345256068,1.00686711761783,1.89200432194361,2.17060953458546,1.892350357313,0.627276690206676,1.96290232769988,0.621721780753904,1.91519693553927,6.4191785877673
1.66455443571901,1.16396248723234,1.41797030303029,1.14996054190404,1.72688331867644,0.649067037343034,1.45595957648186,0.681312613722192,1.80558074252464,0.746062106821033
1.46733704335149,0.938706890379885,1.75222961034964,0.959224075490202,1.48852729072523,0.527061751027091,1.77745504858774,0.578402288608201,1.8721308435717,0.692698052144755
1.90525717873422,0.946746820987278,1.76422971032539,0.904853491602493,1.83608407870187,0.518033992947577,1.72437981633845,0.533897255952989,1.59868686947632,0.677245956157186
1.89204418872655,0.992484874210884,1.74133565941979,0.793501014725836,1.81057956193962,0.596766450379077,1.6494378576351,0.506350741511587,1.61577043595801,0.716566401550919
1.78431943635522,1.14443729776935,1.42642763818964,1.33383903426348,1.7508658132646,0.711123444594258,1.49764105402133,0.794677506414798,1.92112838213246,0.83652947672428
1.66223464619771,1.15033363861828,1.59092171591572,1.27634331128019,1.57049913611111,0.630677457438173,1.66518268301296,0.720582954429453,1.5336069952453,0.816547698942747
1.62265149737646,0.896053810384252,1.33946453968514,0.811202655960077,1.57414837223057,0.538178353115542,1.36401702407264,0.527642401390221,1.66393435318966,0.709277588422527
1.59991825737755,0.972808449253475,1.58819343809605,0.846723054093854,1.74368872150692,0.549509109546531,1.65625316353284,0.494596524281935,1.75183295703435,0.691236234687041
2.08138710925147,0.882287243924,1.60844798809811,0.965363718559579,2.04340928796733,0.521988217610072,1.53739716717068,0.672245030084818,1.90851593863737,0.649079393362687
1.90448861079465,0.969004692623819,1.61934805011953,0.913093224022214,1.81356967770391,0.559953588195642,1.68467134517291,0.567795156006779,1.84322351870672,0.677220724629352
1.75367195515713,0.866764822888375,1.97318622336765,0.878010153727222,1.82344721717355,0.487421480071823,1.8836278486831,0.550340884097117,1.73892454667269,0.692422613441123
1.82206094047968,1.02925589535183,1.58787769836906,1.0573687327582,1.74010600961679,0.611240455233567,1.57805722846074,0.624678894965924,1.96655255661686,0.770437046943432
1.74606512336927,1.07900075060914,1.7563525231626,1.51208775403414,1.83697382427335,0.637291454065776,1.77034629280433,0.689258217433085,2.01953903302119,0.880627774920231
1.76047881009986,0.913032358935232,1.67009382574406,0.907171639242139,1.83708432181592,0.498760369971733,1.70861095305848,0.56124046252509,1.71124170419318,0.711435854355978
1.71214225127583,0.945704932757533,1.6894699147283,1.01295535656567,1.74802414585521,0.540638514216298,1.65511945752992,0.615671453781712,1.61683159795899,0.759563270576048
2.11084266743247,0.910052971127434,2.03784586827201,1.05047817771357,2.17338091736808,0.495481069715169,2.05961100433248,0.636347767883687,2.15209953921761,0.675405356148782
1.74545063880347,1.11883947783552,1.43730395307089,0.969740243404742,1.64143118051024,0.615860591054351,1.38782989039022,0.60033918114214,1.68590352437821,0.765029874116903
1.72642613014191,0.949202038812001,1.80439892329273,0.837917694987075,1.72782037775746,0.537562309226392,1.90675526515851,2.1939099804353,1.79038058803029,0.676265633602653
2.07442492683408,0.858328442250806,1.87147340560054,0.738953562351845,2.08357130139621,0.526598652821253,1.8561537053524,0.479387955670915,2.04770043766436,1.22449314650445
1.86270588902191,0.83725108573213,1.63931773778937,0.72534577280517,1.87937961853936,0.465515259289397,1.71995778775505,0.474302076987641,2.05973319276611,0.666032500248481
1.53235727341266,2.4301401584749,1.38339626194461,0.854095003005998,1.46751554468751,0.509307936645527,1.35445565760182,0.557787587371841,1.98958331854322,0.726634878796683
1.72623753705484,0.970939556230281,1.78136521700036,3.68469489486732,1.72293034149873,0.558170217827131,1.70012175169353,0.518243003162483,1.72570509485048,0.668368096182176
1.80949707532302,0.850120979956722,1.58412698350414,0.93967521935895,1.79560393910477,0.495462393461587,1.65383711965892,0.570666084641645,1.89704795983058,0.660253897856582
1.835612660383,0.81748670001406,1.93078830859604,0.816512820367749,1.79921655536503,0.501783514632318,2.02999555551345,0.486998229040858,1.94678529573748,0.669157573346516
2.16328936862411,0.915804379563163,1.95932555723603,0.867962096227296,2.15014236164251,0.531929179472767,1.91640783918001,0.578376471168457,1.9460848250822,0.669610634987111
1.80532200119192,0.896850236720372,1.36110240385514,0.93906322205652,1.78883005884908,0.54532580958105,1.41887880822853,0.601031879930013,1.66070876614818,0.74902195271654
1.44002716417358,0.868237699553979,1.76606508548571,1.05719998455319,1.48552497753387,0.499268114338167,1.84448068456767,0.610900355736342,1.70428339683472,0.696280510492195
1.67334176196647,0.895243522665106,1.43005016037468,0.901847743859339,1.67874357678503,0.515662219763914,1.37839841691744,0.527936871217773,1.34915763847038,0.650355508973143
1.88015944750943,1.11507818102839,1.99335905297956,0.916042462856455,1.90400982442781,0.686693327405827,1.95947321594799,0.532384891706118,1.88461392289349,0.811594695668784
1.52602789479762,0.962775852957054,1.67687518579643,1.02494913815769,1.50459685725039,0.560240039669878,1.71853063689201,0.623284167680356,1.6192651581171,0.74843664804175
1.48232889432968,0.972036941279795,1.83246939856641,0.804841192568491,1.65157986588256,0.586230703173669,1.76378530868124,0.485837456711379,1.87571319923791,0.678749663045559
1.55315912615906,0.940437562120083,1.76926809724704,1.00948604962214,1.62406732519068,0.568262576803042,1.81356265095337,0.625346399314731,1.74966114520593,0.776232341207711
1.71380721965805,0.896391175637977,1.52746510814773,0.961895593806226,1.71821998830611,0.529290184059409,1.56885576695474,0.608672160394044,1.92376195284965,0.680456954926152
1.86761444658436,0.719344358818492,1.98028088822753,0.740629177238467,1.90859764446193,0.420846942038802,1.94765499878979,0.504718136862687,1.95457571992035,0.572457467137153
1.75251722875278,0.912886633808683,1.54029054392354,0.84041498086712,1.83091393316828,0.496161718834908,1.5629508557588,0.53757286401904,1.73156244810239,0.762325832795237
1.54104227015147,0.919277025219327,1.6993453801864,0.95664563836313,1.48513761506656,0.529465881776001,1.66217359089441,0.63110413190824,1.63037137744796,0.705118404971554
1.73135229608934,0.849303051935022,2.09384684652324,0.952134327118212,1.7473708964188,0.506965701346811,2.00927396978418,0.55970475175828,1.65189456891095,0.689207601320353
1.64976693221942,1.08376756655456,1.45515719917934,0.912765744976686,1.67467142652504,0.621370444156017,1.47152318020907,0.835367439799945,1.72777829977838,0.755184921228905
1.50513686217338,0.962818716766016,1.44826833791155,0.898479918061188,1.56053886220416,0.780759537033457,1.47331442562688,0.556056839185561,1.54997635914866,0.711302898266185
1.89028867466469,1.1221998604465,1.75812406185726,1.03220984371268,1.92296185071046,0.640034060806088,1.75337548984343,0.597395506398516,1.84078777757575,0.771351174014784
1.64034367020089,1.04755651382477,1.63614152160717,0.965292859166144,1.57875928408312,0.561026249796879,1.64130042936717,0.607672092455543,1.8147998689177,0.724580693218434
1.74641551093832,1.0340260488824,1.62303763962197,0.990735479723912,1.90117747322459,0.585908260585383,1.66822478225999,0.624688006104761,1.79001282398826,0.806649335428202
2.15524507908461,0.944885991925917,1.97951093177468,0.90682379801754,2.25916920637308,0.523476738033219,1.89652300930819,0.562631035501481,1.84788498383639,0.68636159723653
1.64184451527148,0.945969820445905,1.67620926369499,0.926902572118279,1.56140358221868,0.501378029182572,1.70350293013617,0.549396211463356,1.58892658422499,0.640597570015606
1.82200799471403,1.01528911072766,1.74203388423679,1.11162789975254,1.7834755772674,0.577012702287295,1.73165009449858,1.35581428784174,1.65197449677032,0.70491253922455
