m_obs1,sigma_hat_obs1,m_obs2,sigma_hat_obs2,m_ipw1,sigma_hat_ipw1,m_ipw2,sigma_hat_ipw2,m_full,sigma_hat_full,m_var_oracle,m_var_mcar
1.854958106301517,4.798021131466522,1.7032998634330323,5.094624349419623,2.2147000491049478,2.6008374229373725,1.923351929346339,3.0748507499731588,2.088993044210673,2.511204965914486,3.301275854527929,4.716108363611327
1.328222730607059,6.039070526287855,2.3704380693922937,5.590397285120571,1.7125907527079174,3.494031531844613,2.35222299936828,3.2768536679739597,2.072754996564168,3.2140930636702034,3.301275854527929,4.716108363611327
2.2872698779148317,5.94438324112317,2.2778990679354667,5.546877484126627,2.3121143480216766,3.0447834805651524,2.469087062602278,2.959810845942788,2.2794872028529376,2.782797969927004,3.301275854527929,4.716108363611327
1.0244432007193516,5.407509374973721,1.231960353153661,4.607853829062617,1.5472258855216925,2.937504084314229,1.737263953041687,2.7590840243888257,1.618754684649445,2.5302449838119148,3.301275854527929,4.716108363611327
1.4085335026645611,4.898760979338757,1.8889728188021044,4.791935584708116,1.8542390343627408,2.5138570360257746,2.2623389847769046,2.567191185768793,2.2051423167115627,2.413033222826316,3.301275854527929,4.716108363611327
1.838971605619792,5.401648909471785,1.365312603194531,5.830736454600204,2.2145407477934245,3.098385520188913,1.9674500085363835,3.424244865577399,2.3202623660729618,3.062273067615465,3.301275854527929,4.716108363611327
2.0196418594863554,6.96743184605275,1.1459981512269524,6.369058927802995,2.3893891969406025,3.566849387253566,1.7781487088719017,3.34784547129694,2.1262797361137835,2.98427784905884,3.301275854527929,4.716108363611327
1.8295981473173368,5.996742555050605,1.4494739106062406,5.715178018123206,2.13612054770699,3.518492632491482,1.9446833568938169,3.884744991805194,2.245283091575713,3.3826330984939688,3.301275854527929,4.716108363611327
0.9812859070294186,6.622885872725494,1.1826421816627262,5.306941798703844,1.4255496737967333,3.9942770140955255,1.7200571231530823,2.9390421301655025,1.99214512296708,3.2230174780273635,3.301275854527929,4.716108363611327
1.4883237752610392,6.265498141106504,1.6174469290223363,5.362129029951595,2.1181067356033902,3.471443362528019,2.069745015534971,3.0890005517812886,2.050627136868752,3.0407602346040665,3.301275854527929,4.716108363611327
1.4617256467438555,5.725341152206001,1.5912043703368577,5.081993038726451,1.6098410452933645,3.015690382313463,2.0558956063111364,2.8876768058441358,1.8085338450617632,2.8640136166533074,3.301275854527929,4.716108363611327
0.7685392705831914,6.169946774658031,1.033321124960107,5.617164933716852,1.6102033429773412,3.321766795348076,1.3461007927702024,3.403786278367417,1.9277905737130876,3.063435935619735,3.301275854527929,4.716108363611327
2.153741405927292,5.45052961832026,2.036064661054972,6.026059546595833,2.180896949114294,2.8037366387397022,2.2608322619363808,3.351202747071441,2.346787339517503,2.703363207628461,3.301275854527929,4.716108363611327
1.780457668059631,6.436492023792926,1.4455668461171611,5.604406985362536,2.0100618664296963,3.561837027499742,1.807964698764824,3.335687069127005,2.1374771928641563,2.76004208064864,3.301275854527929,4.716108363611327
1.1424378272090423,6.157233802162016,1.301058827937531,5.121614972681925,1.863706220301945,3.4055158245776656,1.728331084324751,2.868457698254637,1.899115610969738,2.716621994354536,3.301275854527929,4.716108363611327
1.819041378022112,5.778755991294097,1.533770951959876,5.676044593285015,1.8151399868050624,3.398175914924801,1.6494856714278978,3.331388705044962,1.858222702290838,3.032992123203206,3.301275854527929,4.716108363611327
