m_deb1,asym_se1,sigma_hat1,m_deb2,asym_se2,sigma_hat2
3.6888307308608193,0.06667766942578189,8.225799476424616,2.5245301606697685,0.06602216483435967,6.385259939738243
2.778619632991503,0.06637053307333246,7.839875900115162,2.6703124200789192,0.0638280033500507,6.64500995384208
3.688969322680349,0.06673928969894484,5.914043042746986,3.644278639625738,0.06799282079320952,5.797456667606078
2.712522852633743,0.06784032404468765,6.294509886810794,3.1584344244198572,0.06664717171433207,6.12297848193254
2.553014057955931,0.06526432590841084,6.624642266746459,1.9988398216982837,0.06293736723301586,5.77155159552531
1.6865739591572646,0.06653688449682213,7.8896668127159035,2.873139542750293,0.06506121598040175,7.147482400117031
3.0142738585508155,0.06760452220371369,7.245818931016656,2.78091924087002,0.06705069710090296,7.979121163064634
2.599817574278447,0.06653610192534534,6.614400729724331,2.9873956462445266,0.06484709096879436,6.548085397927607
2.387466117714446,0.07003396070713229,7.755239093762256,2.140947278795851,0.06791512189750867,7.399825257686263
3.5082972726059767,0.0655733525687776,7.095766508937699,3.2530172199134517,0.0635181060293964,6.390773254884019
2.878155535631686,0.0650198992988188,7.742360104669991,2.9141811533630735,0.06428993776363688,6.755843939758633
2.5125467836440456,0.063732220863321,8.70941629426541,3.491599029898288,0.06148983435489023,7.637468091368734
2.6372503401076823,0.06856302102272155,6.494494703033867,2.7831670802545725,0.06748372853210835,7.977733338437386
3.0426469393979447,0.06281751157677033,6.873148609685628,3.2550142113458103,0.06190211274519487,6.491157066353843
2.5018160013882307,0.06596316731393297,7.002543523756698,3.0908790518507216,0.06476946603178017,7.863651987426518
2.892683864119932,0.06355228995088628,6.519991998095487,3.3042146398299597,0.06254922905379844,6.2553861761407905
3.2815970877306215,0.06502660565760837,7.02362089889071,2.687614394618065,0.06373657144125197,7.331087977639178
3.1988158857616655,0.06782858849192207,8.776640235952394,3.072127474747934,0.06782758230832353,8.995862700568969
2.223051964886638,0.06777310446121768,7.1184071459807505,2.43010432036445,0.06503319763144991,6.392880045810323
2.4418955656554377,0.06681325343394456,7.062545800780971,3.6202597504554195,0.06538025384857625,6.4557541790269255
1.95541643463316,0.06605339396823047,6.4817105546056215,2.3152485604852466,0.06436310709262104,6.3232779673875354
3.0011706503093163,0.06730075655496692,6.335570716565748,2.3952413520827425,0.06513968628646792,6.747859158073836
3.1204827836252127,0.06556655225424696,7.751225240217556,3.352724214546159,0.06426751148567396,7.655892478136535
2.4668828275813866,0.06362666753963417,6.492640361518233,2.6049135306254847,0.0647968868984164,6.323770583520121
3.6224763653191863,0.06733420537384475,7.325986910836322,2.523099653887804,0.064320673629593,7.020994243876275
2.588413438402497,0.0646276803010806,6.22993141475813,2.7344739320234766,0.06433398892520718,6.448151512324124
2.885542043612568,0.06699806280017022,6.74988395934066,4.2561468932438755,0.06728658588505546,7.606226784574092
3.427478746012632,0.0654216869251441,6.524101841320242,3.263559342765309,0.0650700168165764,7.084161356189504
2.213726947907979,0.06688834287600308,7.388355106277233,4.205029245505384,0.06584162706548916,7.070535445333534
3.0734780928163397,0.06935162989457606,6.994431574803559,2.758310328098786,0.0690358169378774,5.889942336483642
2.6259569125289364,0.06612529993372103,6.073672215840788,2.799367190864007,0.06468388207210511,6.9252611126167825
2.501831877694863,0.06838924413748654,7.139758876858734,3.7926698762337576,0.06616908545355998,6.7100949527336695
3.4384650269885517,0.06585652726820351,6.176710632514527,3.625308427208233,0.06642402745935584,6.520526761156851
2.8106655126044586,0.06357470794390713,8.793607216993745,2.642457759369834,0.06318766384835907,6.588188735091898
3.135716880701205,0.06468358674748297,7.204232976235356,3.2129335556522243,0.062309950993873715,7.314764772392735
3.3578884505570104,0.06817233931444136,7.114381068495911,2.0542761880953044,0.06762267736821313,7.1881020506298645
1.815788317618114,0.06558454417821445,7.184988002898799,2.136969793346517,0.06381844373660402,6.806156056654214
3.375229212276294,0.06802928637705118,7.528754192705886,3.5509621300573517,0.06641931636705378,6.964366716835383
3.232393761263662,0.061848177766987804,7.391463882361556,2.7588027851864485,0.061784167753406234,6.974862628305354
2.3387815238785303,0.06502856723457608,7.450152527830132,2.4070170184621458,0.06423517287902641,7.4695434214158505
2.8388836592947704,0.06525734297665421,6.621059642112565,2.5246797805903562,0.06335653624495095,6.553757756342401
2.730696398069169,0.06460795109402581,6.419090297539237,2.1280549739496157,0.0630414745629768,7.104381028360835
3.102343206724722,0.0648185432669579,7.024176822881996,2.4991705002088587,0.06495824133466192,6.107436431816154
2.5987485111063737,0.06421869002811444,8.007934798540358,3.6263339965163777,0.06410307889454987,8.299264117577684
2.739567704296329,0.06685929625729704,6.322949413059556,2.826589935724652,0.06626757312154126,6.931347329473848
3.5257391977119683,0.06673946604286365,7.169352695764874,3.545615311895032,0.06450757075193363,6.382615153150957
2.0422672936417428,0.0625708445812428,7.057833412590228,1.9751084221112811,0.06138804039813673,6.997051253226282
3.9934539003171445,0.06438878719560123,7.404475234285768,4.885733857309609,0.06332827279114558,7.2384082526510864
