m_true1,m_hat_lasso1,m_hat_de1,se_m1,ci_lower1,ci_upper1,covered1,ci_length1,m_true2,m_hat_lasso2,m_hat_de2,se_m2,ci_lower2,ci_upper2,covered2,ci_length2
3.27273393706844,3.13989920417375,3.2482345748203,0.0718889242422789,3.10733487241811,3.3891342772225,1.0,0.28179940480439,3.27273393706844,3.14951030013267,3.25246572264005,0.0666771614647373,3.12178088757781,3.3831505577023,1.0,0.261369670124494
3.27273393706844,3.1562921835437,3.27163896631982,0.0679336253493443,3.13849150729586,3.40478642534377,1.0,0.266294918047905,3.27273393706844,3.13716241749306,3.23785263140846,0.0806287228406948,3.07982323852123,3.39588202429568,1.0,0.316058785774448
3.27273393706844,3.23755206722852,3.33800089206367,0.061448655331204,3.21756374071609,3.45843804341124,1.0,0.240874302695151,3.27273393706844,3.29205779244243,3.38488545290244,0.0588839127887141,3.26947510456776,3.50029580123711,1.0,0.230820696669354
3.27273393706844,3.41317867945742,3.51597323648041,0.0637913764644255,3.3909444360859,3.64100203687492,0.0,0.25005760078902,3.27273393706844,3.35503864998094,3.45456623503646,0.0640538590349176,3.32902297825721,3.5801094918157,0.0,0.251086513558488
3.27273393706844,3.21120076370514,3.31070121703196,0.0726859755907382,3.16823932269295,3.45316311137096,1.0,0.284923788678009,3.27273393706844,3.14676274883164,3.23899722577143,0.0693278610330899,3.10311711502137,3.37487733652148,1.0,0.271760221500108
3.27273393706844,3.09474121434209,3.21855972873111,0.0668712612089003,3.08749446516089,3.34962499230132,1.0,0.26213052714043,3.27273393706844,3.18964429287455,3.30466519430308,0.0644862456144894,3.17827447540048,3.43105591320569,1.0,0.252781437805206
3.27273393706844,3.20528921865114,3.29345952597948,0.0630165823871361,3.16994929407189,3.41696975788707,1.0,0.247020463815176,3.27273393706844,3.21205548149674,3.29783597876156,0.0611326721826365,3.1780181430049,3.41765381451822,1.0,0.239635671513322
3.27273393706844,3.20678234185053,3.3045241332265,0.060355500073234,3.18622952681406,3.42281873963894,1.0,0.236589212824886,3.27273393706844,3.26831066501782,3.36451110311444,0.0546726566091903,3.2573546652213,3.47166754100758,1.0,0.214312875786277
3.27273393706844,3.14908345219635,3.24975428979197,0.0604995032009653,3.13117744243551,3.36833113714843,1.0,0.237153694712916,3.27273393706844,3.16879224683022,3.26464153997226,0.061089830945888,3.14490767149668,3.38437540844785,1.0,0.239467736951162
3.27273393706844,3.21056430819727,3.3253623989046,0.0893919576576587,3.15015738138806,3.50056741642114,1.0,0.350410035033081,3.27273393706844,3.24263611674316,3.34463335732611,0.0841785101156158,3.17964650922726,3.50962020542496,1.0,0.329973696197695
3.27273393706844,3.32015678265309,3.42737931331589,0.0727324993686648,3.28482623404773,3.56993239258406,0.0,0.285106158536331,3.27273393706844,3.21484709857752,3.33923509974092,0.0591644801830691,3.22327484941807,3.45519535006377,1.0,0.231920500645698
3.27273393706844,3.21537916476788,3.30479575283257,0.0700298749059969,3.16753972017497,3.44205178549016,1.0,0.274512065315198,3.27273393706844,3.25418898688964,3.35735790071297,0.0668915362056081,3.22625289887942,3.48846290254652,1.0,0.262210003667098
3.27273393706844,3.12006745756947,3.21140857423414,0.0721904881758396,3.06991781738313,3.35289933108515,1.0,0.282981513702021,3.27273393706844,3.12929766306474,3.21655418106306,0.0695806737575941,3.08017856647814,3.35292979564797,1.0,0.272751229169831
3.27273393706844,3.21767258339351,3.32261299217533,0.0631235528493143,3.19889310201446,3.4463328823362,1.0,0.247439780321733,3.27273393706844,3.16982415250611,3.28096116260839,0.0623964556023883,3.15866635686476,3.40325596835203,1.0,0.244589611487267
3.27273393706844,3.16688780813655,3.26907925037722,0.0683442656434812,3.13512695116616,3.40303154958828,1.0,0.267904598422122,3.27273393706844,3.15578937703443,3.24989511690554,0.0662266677239916,3.12009323335042,3.37969700046067,1.0,0.259603767110249
3.27273393706844,3.26045029401637,3.3419135895297,0.0621528245551928,3.22009629186409,3.46373088719532,1.0,0.243634595331229,3.27273393706844,3.21661234167581,3.31592974886586,0.0576949521309182,3.2028497205995,3.42900977713222,1.0,0.226160056532724
