m_hat1,asym_var1,sigma_hat1,m_hat2,asym_var2,sigma_hat2
3.137452457741964,0.2335935193654841,4.715150686440294,3.368917952143004,0.21636030181415974,4.370688067779825
3.017179656743494,0.20688790053534423,4.185820991274322,3.1199949371104574,0.21785698462244713,4.424775926258625
3.2561504159920736,0.21510501519746494,4.2875935275104995,3.569363075521542,0.23742990906091893,4.77391921604669
3.368479128219013,0.2245809630741737,4.472902242965112,3.021289086646163,0.20574022117456658,4.232887573981002
2.6432390803220613,0.21480006226482867,4.312134126193165,2.8923297673529555,0.19216026839344882,3.8908549173319438
3.51562183742641,0.1870192198969574,3.7720987640274033,2.868735247362446,0.1946195992334572,3.8761720050545514
3.0818424904652226,0.22792845719554977,4.425744454142429,3.12609344410953,0.18662835635080946,3.810832655845557
3.4289127436925892,0.20761290829782864,4.174399326278828,3.346380303129714,0.22872377564617236,4.555413224269243
2.9593857110148942,0.2246888611785403,4.449960619608479,3.037953746715863,0.21311171884848806,4.38454834661669
3.2410837580742435,0.2005541453627205,4.08272207818691,3.5963190920572226,0.19399197556900408,3.955168457680331
3.3059392017808356,0.20814994942539178,4.125736189174495,2.874955647223135,0.187377689870483,3.81448625761531
3.042295954038956,0.19800573238270736,3.978109926923999,2.831074548708926,0.19585024448099533,3.9224306435272207
3.4026148338824216,0.2211079236232446,4.43527414675952,3.4813653957396253,0.2124028101061496,4.22020532976224
3.454268976620701,0.21201932808154372,4.266337249711872,3.688297544074477,0.21935429947731036,4.37229263951443
2.8288931820202867,0.1925631456506093,3.8596426859584354,3.032982001181777,0.1902305186798411,3.9020563054233537
3.228105100630286,0.20301462055118585,3.9815388833571697,2.8252579764142807,0.20212439951763733,4.1083916762962485
2.8682569174284485,0.20604917959640806,4.175300069502441,2.9126673905618627,0.20916926163023736,4.332329677985275
3.211762699126337,0.21835120246268386,4.445020438150302,2.985088360901674,0.20666968130424276,4.197556631509222
3.20297240729565,0.2117831337966138,4.278224831822173,3.3625584391359724,0.20077046527606893,4.093370404443625
3.2514410684520527,0.2232479963795176,4.456995469887043,3.460996454905953,0.24071216387128216,4.8247183518321535
2.9313023829796387,0.19879673409379836,4.0033958299301595,2.883143046021888,0.20954798249091966,4.242920791630092
3.346847864173866,0.20391991750478075,4.106567198398501,3.237346671132459,0.18496435180981208,3.819661410480289
3.06286251294807,0.21530250894425765,4.250264412600404,3.038762157053704,0.2067072291124903,4.1724433789490885
2.9652326895964665,0.22542818118702698,4.450154254098909,3.0885413596325373,0.20612822646268417,4.192985468873339
3.0316822862586355,0.20540383908626336,4.117015343296929,2.879284700842042,0.20056891954197795,4.04223864592475
2.9354309516706376,0.20470107128403475,4.160765248526409,3.2199408822523528,0.1909203617781697,3.919154382027305
2.8705825764569255,0.22746920449931873,4.490445882803373,2.7775779016984203,0.20800271532995085,4.28263797243323
3.0403839108079076,0.21167008712838842,4.259309684342934,3.2616478006507172,0.24232253955388489,4.810811098637349
3.087164001911589,0.22430157468030168,4.470904497167709,3.1452644228110604,0.22226645201076028,4.514334244442655
3.0075575933372627,0.2047969705512312,4.133884274266452,2.8441210180881895,0.22567875551075733,4.483983457396983
2.8329646123595293,0.19870937804770483,3.9828347995765454,3.1037420763101427,0.19240678128973968,3.946696352131652
2.95288757634556,0.2199700806114739,4.429787578974355,2.675758331770113,0.20426304289863384,4.215059736697239
3.479609737750391,0.23393867419013206,4.6518276870850475,3.577582612880892,0.21556076202513358,4.324001868404079
3.2314130790678264,0.22778736416637888,4.5222453581016655,3.097232124420358,0.1829817295827721,3.7249967878812864
3.4915763594910865,0.19616296450166532,3.9503566175396414,3.50914761700315,0.17702989151886936,3.644928069673506
3.3845161401378894,0.24259985994822963,4.839490791015831,3.1069765535003393,0.206327139787525,4.155044170077051
3.308535933198514,0.19622352539374166,3.9112371073783034,3.478886548192993,0.20031274331768442,4.10577024525348
3.2943783596088765,0.22210466340256205,4.430643420024009,3.093895674117573,0.22259121085962127,4.527869514281561
2.9378525186639837,0.1999687770328621,3.969965046180565,3.2677743183874894,0.1945820456639434,3.9215800064240094
3.5335205804905336,0.21173995390616904,4.1799363845130095,3.3756243701159754,0.19807438424669557,3.991964121849731
3.327730492807442,0.20914799675767373,4.224992506314729,3.4278336412561066,0.20012024019069616,4.10182454715252
2.9998749491127588,0.214156722633028,4.2242070557740155,3.3313821455344392,0.18253442450203392,3.6959511406485315
2.926264377977033,0.2193656129353064,4.355048966189485,3.1632893119982026,0.19314050277657946,3.958762265043418
3.3670120392261227,0.20508015106361954,4.110527496908107,3.3960795939149104,0.20580475118829733,4.163906373445912
3.1948975038534897,0.22699543650549622,4.531810581046053,3.0767734652799055,0.2109136861183165,4.244089082362023
3.036835904122765,0.2002005173391566,3.9681706469675238,2.9203905051935855,0.1921169040841521,3.910963418276386
2.932943000000825,0.2082705766750705,4.157981400977612,2.891049121943146,0.18279871353110735,3.715576718600621
3.5049587016581456,0.22645123512605278,4.463075473916069,3.6525656023064164,0.20909231161770062,4.214017927188935
