m_deb1,asym_se1,sigma_hat1,m_deb2,asym_se2,sigma_hat2
4.6141403953744575,0.03662607928948971,1.6919661631769427,4.6670874263835485,0.03811810814766186,1.6864501475467144
4.69465316052569,0.03531823883277542,1.5915291881821627,4.705470922789409,0.03616928046382891,1.6333670120842887
4.644941485019981,0.037253973746682,1.5491999391798306,4.531492741489782,0.03969778204358795,1.6064844414998274
4.692788178051002,0.03786385604170455,1.6150666637626705,4.71046512553171,0.037003301733553096,1.5891674743224822
4.577911128401922,0.03778298525149809,1.6178863875513554,4.5827858695065276,0.03963152534129414,1.7046030126124336
4.6143405318443,0.037776363571828606,1.6311516538375728,4.595163206482549,0.03848830678961954,1.691828073922878
4.543533365160429,0.03855452683958592,1.6672656409186246,4.620109499647599,0.036368180437980395,1.6086804431345563
4.5727254155408,0.03638332399693663,1.640490473752094,4.573205197142765,0.03798598126326584,1.6377150470619617
4.540030014075101,0.03809432479458288,1.6199998769497927,4.694563302690321,0.03770896454182556,1.6145462403480104
4.625826915540102,0.0368265457445081,1.589461217677992,4.6097679489013235,0.037317980345116256,1.6975189034105955
4.579666492572875,0.038520241052866624,1.689378445758374,4.5495214858294535,0.037632527051863686,1.6494806525727754
4.7288364939527145,0.036120537744670465,1.6304804511367754,4.762867943303466,0.0391082861402924,1.7238156142644012
4.730923728594485,0.0377176977184964,1.6045397449680932,4.72118016619019,0.038075351970476394,1.6257224014515073
4.639625798864462,0.03607063293517451,1.5386771789041982,4.621811622003614,0.03647468857430827,1.6391820243970463
4.560704208901371,0.03905773438902238,1.6776586312880222,4.612398821134129,0.038014068282044546,1.6674889527155456
4.575077884251491,0.03825727159995173,1.6471034546178442,4.564871354926924,0.03864199838190487,1.669747773388311
4.53083430289701,0.037776327152871186,1.585655746220115,4.5372222571744905,0.0379798338101863,1.6458335951406935
4.600421984811906,0.03568491612504358,1.6568058329491526,4.588604193324101,0.03780896986684204,1.7130491447858625
4.551362634954544,0.038199664542563884,1.6864247324275692,4.538152290469422,0.03799874223315498,1.6142847910860225
4.687672266387279,0.03778537671279404,1.6036138925934467,4.66789304331511,0.03875095647309878,1.6795616002089708
4.64002751297038,0.036826919815462086,1.715207892854671,4.679436235462618,0.03678093552471342,1.7114169784076645
4.621022091097659,0.03589400858940377,1.6702564405520022,4.610230474861236,0.03684291688313549,1.6753969805480644
