m_hat1,asym_var1,sigma_hat1,m_hat2,asym_var2,sigma_hat2
0.3418327287792939,4.1542387149784686e-13,1.0574965317704272e-11,0.34134942518532396,3.9887410199809313e-13,1.0003711584955352e-11
0.33645027486174006,4.1734309496692095e-13,1.0558037966715396e-11,0.3394023780968416,4.400727158782654e-13,1.0993012919238058e-11
0.33871328384451965,4.3207016436137154e-13,1.0981724318047492e-11,0.3371378747953626,4.170043110349847e-13,1.0197439485587243e-11
0.3393888260665325,4.301534004758357e-13,1.0813888805543749e-11,0.3383378542219946,4.015898953983954e-13,1.0047775972716298e-11
0.3426964325933302,4.129963963920675e-13,1.0423557786414151e-11,0.3420873107231583,4.2296909884091594e-13,1.0420846182273203e-11
0.3353665518735858,4.65246592777777e-13,1.1797464732506116e-11,0.33706584646790727,4.881428523576565e-13,1.21938045436242e-11
0.33530281901991793,3.47213012024351e-13,8.419468090252793e-12,0.33761784510635523,3.582479985483633e-13,8.913106530226099e-12
0.33615486237702824,4.0005609271092446e-13,1.001739178012858e-11,0.3346095492881677,4.676740764895627e-13,1.1388607983396244e-11
0.3343042934074733,3.8511231614453156e-13,9.704524717333692e-12,0.33790292095846275,3.715757253819995e-13,9.400204923490861e-12
0.3388560401365036,3.609997969411749e-13,9.20372504503042e-12,0.3404556466504149,4.006363235294357e-13,1.0087764866687259e-11
0.3379354759972645,4.046687972466696e-13,1.0035459820606912e-11,0.3364268654356617,3.945463025007174e-13,9.768507516136404e-12
0.33818655182403823,4.055018030237287e-13,1.02263663632052e-11,0.33866168820630804,4.296210823876532e-13,1.0514751085248346e-11
0.34202900478213105,4.004196974577812e-13,1.0066395102463365e-11,0.33922696609367925,3.9596595306396025e-13,9.803656412753676e-12
0.3371572899139893,3.951772103480725e-13,9.903112506646e-12,0.3369692771981111,4.032120850388788e-13,9.843661481926041e-12
0.33597684400508276,4.235075051371929e-13,1.0536744168658586e-11,0.3376198678373412,4.240446446863476e-13,1.060111611715869e-11
0.33309054334481514,4.658011278552249e-13,1.1617046510295381e-11,0.3327089975793104,5.01325497904809e-13,1.2310578161656393e-11
