m_deb2,asym_se2,sigma_hat2,mae_prop
3.9154120222656457,0.045281689990400435,1.0089405572710957,0.15306459651219004
3.8440091101899503,0.04613643770888155,0.9970439261355648,0.15168601199315346
3.95292742469693,0.04247970150448841,1.0049742322921635,0.14722098489979557
3.9611312927413564,0.045637767751669535,0.9737643049443715,0.15425733604231034
3.9090690084376734,0.04567546515978274,1.0068283126245898,0.1586774955405505
3.951843935557791,0.04764224841873355,1.0598437956128768,0.16372750072380937
3.8698305018307955,0.04611684234023579,1.0450239211970669,0.1735485287492421
3.8700762892898104,0.04581936367819891,1.0176488738254779,0.16113347639271636
3.8838599788192827,0.04399206093771655,1.0135456491100365,0.14987860017446825
4.027924652195437,0.044329127837289276,1.1054598453938476,0.154341495192618
3.9081893941026506,0.04700084497954218,1.0248988176351257,0.16126329316286486
3.9883140929046816,0.04221127982428799,1.0497264378531652,0.15756704065340507
3.8886144414262183,0.046097798112585145,1.0684733744202979,0.15767081392536725
3.9497904707195977,0.04335598816278273,1.0169832065653437,0.16147878214791078
3.9378081680966086,0.044013254229206863,1.0060850252726703,0.14905190260072462
3.9211788461191164,0.043198278525370025,1.0344727142439583,0.16350464262488926
3.966390880607883,0.04562278470766856,1.0465564590680678,0.15193621760312212
3.9219808171469746,0.050347015412619045,1.0915399250639384,0.15908684936015385
3.901657921869362,0.045082834426159284,1.0108551521883704,0.1591638850904571
3.908847935612303,0.04542302598174822,1.085401022521031,0.15278740710445235
3.906824637586393,0.04294861722493215,1.0700178730182244,0.15044311572245686
3.965974448026874,0.04310824998455798,1.0961568362003953,0.15351449678524906
3.9286588508749984,0.045000402497706704,1.042355958509055,0.15990039695106759
3.849289837326779,0.04453204527868428,1.0118788486887884,0.15955161717854974
3.8831892012263114,0.04571371500309193,1.046307022427946,0.1557163579559868
3.8747938838495526,0.04456609826149236,0.9975156817341677,0.15256328267922079
3.9271173937950334,0.045813535514832866,1.0606020454463754,0.16027935095111034
3.935652399421102,0.046229697953496324,0.9951092424229189,0.15777224455764743
3.966813270959219,0.04497380704748434,1.0580824883767637,0.1540240578553264
3.951155277809248,0.04379068513417645,1.0691786523717408,0.15875453932820965
3.960892763927937,0.047691287130079786,1.0046644887622218,0.16034974957429085
3.943628222642097,0.045993476710640795,1.0274489781269656,0.171816847352906
3.8648645507534574,0.04172198413162422,1.0450400484240492,0.15759865225630404
3.8942336247160214,0.04762594535423818,1.0177589412086987,0.1580823502039128
3.9598572416029887,0.04446640732131237,1.0472518974580187,0.15365763534805355
3.8680120133909845,0.04656713560556645,1.0292692686924998,0.16869452513846675
3.8918184139221914,0.044108063200077326,1.0248256061825518,0.15367931348226807
3.9588145524220764,0.045417683321090516,1.0249746299164997,0.155914287891417
3.936944372719409,0.04521313945733857,1.0393285695358434,0.15897918152444954
3.979939208549971,0.043807782214255665,1.021052055355309,0.15750859330201025
3.9354000641968967,0.04461774326570054,0.9935577428220765,0.1550066754980228
3.9558207949261894,0.04572605299282791,1.0392469001873577,0.1606484785054356
3.9949341267811636,0.04330293175394013,1.0619104765649579,0.1535978827243826
4.011427470841551,0.04628556168114937,1.0612683622637489,0.15583926903579734
3.8395128847048454,0.045178467975597096,0.9941515904278327,0.15285055434251962
3.9491214607469183,0.045564764467758076,1.0093190081662375,0.16447948951147315
3.881554467802044,0.043489835865226936,1.0042525683506796,0.1582290470140046
4.001068675197463,0.042487688214646796,1.027818087836804,0.1565773674388382
3.8926996343283977,0.046003978648242974,1.0521482930708863,0.15306280274421313
3.8360619502946824,0.04564434634843745,1.00268279194528,0.1634410919540199
4.039801192722903,0.0456053740578044,0.9919483813688221,0.15396444074875132
3.9231227718173463,0.04401796178035423,1.0082289416114179,0.15022624211677485
3.8632713516118424,0.04664064464879834,1.0419026791860488,0.16174260480065877
3.9133117767576215,0.04540291592502144,1.0775653142626114,0.16302406893010263
3.9265597224570095,0.04364763850158197,0.9946899243468745,0.15868260400724776
3.8456391931622087,0.04718178509970633,1.0136287804745816,0.15527757623418587
3.8532933764525246,0.04642556562777864,0.9655088115902579,0.16084518507842396
3.9472714985054558,0.047409286319777505,1.0409177119522084,0.1595269197891027
3.9297358620966314,0.04341499933896115,1.036295267634966,0.15662303138433958
3.963264698457776,0.0436055486543377,1.042441215835357,0.15373396726956973
3.972067380585584,0.044971133932622406,1.0624465855941583,0.15884844223819522
3.9814370749303185,0.04560261846876565,1.0203656483510484,0.15959682703653383
3.935625852477644,0.04953206727911138,1.0417453904951963,0.1638424500657018
3.8925617386817066,0.04629783552422569,1.025736874554192,0.16490256019092941
3.877590807775416,0.04378908850432441,1.0389773180488329,0.16003880380530716
3.9440391191517468,0.04368657981953387,1.0376010311907886,0.1572800671362487
3.9303186071087253,0.04314710824970697,1.0180332848097897,0.15377005802512125
3.937808464937844,0.04347217503951134,1.082667389685786,0.15635753831270693
3.952513649540076,0.04784968602029016,1.0403760224759815,0.15882790313829465
3.9733641822871197,0.04282655598890011,1.0396875273639126,0.15436180328487908
3.9470584295525155,0.04792323150877814,1.0024836042960619,0.15912214206744238
3.9061469752707287,0.04466177777740607,1.056021694230111,0.1506809520469933
3.894603212745615,0.048738956592184135,1.0141319131817634,0.15425985575145912
3.975926860860719,0.04468794457484333,1.0109553714520743,0.16201420588655013
3.8745506031998924,0.04510574192783538,1.0255355560549295,0.1530806839304899
3.8916657747314503,0.046773967562205,1.0259635072915634,0.15913124177625193
3.825853807860031,0.047228386359967296,1.0884795432570626,0.16331180876365323
3.935671994285315,0.04240520013288288,0.9784735272656742,0.1536296546691477
3.879930375947923,0.04465528632894216,1.0266865875731155,0.15306420729083237
3.8773692546852265,0.0470992841773148,1.0263558094595198,0.1528789270140227
3.9096974906456565,0.0457342184880119,1.0154352387888514,0.14805694291849117
3.9846690464048087,0.04251977607169897,1.0134190055894003,0.15403192871343865
3.946363530337901,0.043058106627763465,1.063682931539075,0.1599610496051589
