m_deb2,asym_se2,sigma_hat2,mae_prop
2.2783802480300177,0.038311292686288564,1.0089405572710957,0.28019791850246306
2.202557637032443,0.03854769012605834,0.9970439261355648,0.22027745602607993
2.2413072064229067,0.03860249153808465,1.0049742322921635,0.3424243307146049
2.312936098590043,0.03833961915332649,0.9737643049443715,0.2798674309776809
2.287556617430363,0.04031238543230396,1.0068283126245898,0.38601968245093865
2.300142705447404,0.04007092267564825,1.0598437956128768,0.3462223295767159
2.2395071188452147,0.03724820778735392,1.0450239211970669,0.29122842075489885
2.238556023324526,0.03818857649432985,1.0176488738254779,0.31307009726226626
2.3142676896090024,0.039807071755675154,1.0135456491100365,0.3937567497877205
2.328358390019961,0.03850093313323757,1.1054598453938476,0.3397323390338114
2.2824293106455444,0.03848845349459607,1.0248988176351257,0.29333652285480843
2.3401166160703197,0.03940550117196457,1.0497264378531652,0.4060126609746572
2.2177081035954704,0.03907600071586999,1.0684733744202979,0.30112470564098526
2.290963300538361,0.03670770768832041,1.0169832065653437,0.31744260829381943
2.29176390977357,0.037968199690359326,1.0060850252726703,0.3657129239482315
2.3073454756298837,0.038244520743134836,1.0344727142439583,0.32340783539056844
2.3280581002929104,0.0400778127135878,1.0465564590680678,0.319142149625154
2.2628665381707056,0.04070143429535565,1.0915399250639384,0.3355036201666452
2.266211436155555,0.0385939155724356,1.0108551521883704,0.3619781418451032
2.257364194356457,0.03737046066118758,1.085401022521031,0.28930294377227483
2.257294691550749,0.03674078209966773,1.0700178730182244,0.2548430536677686
2.2925806681449385,0.037100539676806245,1.0961568362003953,0.37096465509455756
2.305978461986374,0.03904269292011162,1.042355958509055,0.33066286003024553
2.2438221953293485,0.0376096352568809,1.0118788486887884,0.29036330480826034
2.2394663290096637,0.038658105410633255,1.046307022427946,0.27780352905817257
2.2488526944301155,0.03917897940887026,0.9975156817341677,0.31064874153678274
2.207340197615506,0.03946840179434603,1.0606020454463754,0.2654098863427586
2.304840791899975,0.03843351007570825,0.9951092424229189,0.24663635115503696
2.3286578581631745,0.03918911794687424,1.0580824883767637,0.3218779532664634
2.29913039127845,0.038068744353026256,1.0691786523717408,0.274754632722994
2.335002229140143,0.040236220991615126,1.0046644887622218,0.3491064584362589
2.256220528113872,0.03816945780375855,1.0274489781269656,0.26110115247443216
2.248153220590261,0.03675425977661721,1.0450400484240492,0.2990536631933373
2.217630718138696,0.03978100508687412,1.0177589412086987,0.3871298121157978
2.2690104414726546,0.038358306529236816,1.0472518974580187,0.34792705151178427
2.2312405181210355,0.04026242406323032,1.0292692686924998,0.3620218074156343
2.251073635137437,0.03805139021081096,1.0248256061825518,0.2837915670725317
2.3025426502482467,0.03998895494702002,1.0249746299164997,0.35040628255047124
2.321649761752045,0.03859136690233617,1.0393285695358434,0.24051395893288618
2.3320059110160893,0.038273741160294555,1.021052055355309,0.24929237772618607
2.306526355274446,0.03908087910754568,0.9935577428220765,0.30509755450101755
2.2993221719974746,0.03797411959151712,1.0392469001873577,0.35988101798019695
2.3502923983403425,0.04565044618495838,1.0619104765649579,0.3567228677811967
2.3351372579270193,0.03939425777164986,1.0612683622637489,0.3473523066848951
2.2164818108592046,0.04692276286819835,0.9941515904278327,0.34345628732956673
2.3002643614648473,0.03956430029656973,1.0093190081662375,0.28178136416014943
2.2505191027592093,0.046346064691221274,1.0042525683506796,0.36673314649477523
2.2933678702667613,0.03704593328765466,1.027818087836804,0.2960859391847992
2.2265481811653767,0.038644594008051175,1.0521482930708863,0.26118371790470546
2.20189221488837,0.03819264020620865,1.00268279194528,0.24727127056755635
2.3121120563221256,0.03850124714126335,0.9919483813688221,0.3021963899747408
2.2495384468166786,0.03755965000293385,1.0082289416114179,0.323597414863676
2.2641305193083805,0.04103551944898018,1.0419026791860488,0.4267873992440642
2.228896281530076,0.03862439913140981,1.0775653142626114,0.31989270972394634
2.2971298685466217,0.038013145607780546,0.9946899243468745,0.32363403877907293
2.2406560548533405,0.03791632388245267,1.0136287804745816,0.3053475932586313
2.2738633579924694,0.039871523544638895,0.9655088115902579,0.40020532307486145
2.296397378010863,0.039413183198107764,1.0409177119522084,0.34304040868948704
2.2769759920593797,0.037009490478726634,1.036295267634966,0.28515450168446
2.29391180388315,0.03925258856713365,1.042441215835357,0.27202257968858795
2.339564403165271,0.03959924344517501,1.0624465855941583,0.346463591792133
2.324881442594935,0.03953291879146017,1.0203656483510484,0.3414027753866954
2.3152747699932563,0.04117172768595473,1.0417453904951963,0.37641412666162183
2.2818948960146344,0.03938353700850619,1.025736874554192,0.37093706802697385
2.2476120018659036,0.03800416930345635,1.0389773180488329,0.275005393473259
2.299466627567373,0.037608976143303635,1.0376010311907886,0.301037851574981
2.32421034009985,0.04601567804262787,1.0180332848097897,0.34554622331381946
2.2844376181701396,0.038320529753641606,1.082667389685786,0.40841725774059934
2.32828639428982,0.041906207007897094,1.0403760224759815,0.2791321019428814
2.3105440886905373,0.037027947703651996,1.0396875273639126,0.3128889226395272
2.30647569293875,0.040903298088097555,1.0024836042960619,0.22469223715222256
2.288512959601972,0.03914786403178133,1.056021694230111,0.33581878876191185
2.2872002357157655,0.04110871673288843,1.0141319131817634,0.3283498151812405
2.307306384080134,0.03847190474588255,1.0109553714520743,0.2896335148997265
2.2301265279551403,0.039126685691822614,1.0255355560549295,0.3783816407222993
2.2434802057818266,0.03998826730758403,1.0259635072915634,0.33674886788427155
2.1688143595313916,0.040937472633417224,1.0884795432570626,0.3587009239682101
2.2644872333951405,0.03642232317551725,0.9784735272656742,0.2381831944942185
2.251879670976563,0.03878447725139314,1.0266865875731155,0.4054739177740924
2.2235029062314005,0.04016790815487376,1.0263558094595198,0.34158300215815224
2.2473244755862867,0.03828065878153883,1.0154352387888514,0.22048373102391652
2.2998909075871676,0.03765905932880025,1.0134190055894003,0.27685009303480196
2.3340114841061297,0.03812538538285321,1.063682931539075,0.33057661114614606
2.2137185342616608,0.038754231500647905,1.0381022821158743,0.23621020677988921
2.2678131270371877,0.03695475731101165,1.047595076103674,0.24209567522360967
2.315885345258108,0.03765890685633087,0.9969590674663052,0.3880327721876361
2.316467474455183,0.04037840912463941,1.063305952537868,0.3698208086653707
2.2463316388864527,0.03950578663181728,1.0350229617156381,0.3603367329473382
2.2657849117890754,0.03863854111229909,1.052017056349914,0.2722597510205977
2.3333027495756156,0.039426363246593134,0.9760184260200006,0.35991945750239857
2.2327172061541862,0.041154048503138765,1.0460311691987552,0.43578877116452924
2.273642888157893,0.03886927903089659,1.0496708595075719,0.369878611287135
2.3010509002739483,0.041602540357756936,1.023915314105551,0.37548409277295236
2.248310918162047,0.03765506406576123,1.0101241101657112,0.24312400194226635
2.277222457005277,0.04010698001224493,1.0230205665279297,0.35892650790714237
2.257063414450275,0.03602555908136516,1.0038220711651462,0.3150713273236759
2.37313963729084,0.03867536320868387,1.0212163974020692,0.27228115420604093
2.317261352393229,0.039570748414149384,1.0263679761930755,0.3481227204098304
2.2769092625232497,0.037399484783631975,1.0465819951101445,0.2817750787187095
2.267527481549747,0.040841164929018375,0.9817556842619174,0.37219516741730774
2.271753082157627,0.03733947881203467,1.0320797767391887,0.2945295262722586
2.275911543645403,0.03758578230521147,0.9660278140291919,0.3046572105329075
2.314582194437426,0.0389525328002652,1.0492537040280223,0.3404630221473502
2.224814180068582,0.04082146751501786,1.0396130859786339,0.3359162230418702
2.2302771042449963,0.03860840800789813,1.0151305916288886,0.3271533388810656
2.242858489098292,0.03749984197547456,1.0768990972945236,0.33816770869365076
2.271938983445123,0.03884856931629317,1.0024285537698248,0.2797937475242067
2.2375956825895083,0.03687868356760603,1.0071833511778774,0.28440621433247765
