m_obs1,sigma_hat_obs1,m_obs2,sigma_hat_obs2,m_ipw1,sigma_hat_ipw1,m_ipw2,sigma_hat_ipw2,m_full,sigma_hat_full,m_var_oracle,m_var_mcar
0.6146834015175159,7.312680202881039,1.2726798804540884,6.398053745174598,0.8374899512240213,8.206024799762954,1.5526090963285504,6.704441903705633,1.0883894636736955,6.690142551713208,1.2006031132180413,1.715147304597202
1.5459950148065345,6.326120809863592,1.6824624487023507,6.052223529246369,1.7417794954962122,7.060503247235567,2.0986440854549944,6.368160118683646,1.787150470962921,5.9074087088595055,1.2006031132180413,1.715147304597202
1.223070939735457,6.090931800433291,1.0525886239398272,6.021139626372725,1.4780197817978618,6.667155388687588,1.138996398558385,6.461124587900788,1.4865103831727076,5.831402402777038,1.2006031132180413,1.715147304597202
1.523614988695712,5.928121593662925,1.4670242827413147,6.033798344543065,1.7500038714367716,6.51520105129047,1.577113914067604,6.576034407063066,1.7110356818669858,5.986679573734097,1.2006031132180413,1.715147304597202
1.2827784556178563,6.359875865774284,1.3813210817152748,6.264366346320211,1.475021288054915,7.076655553204853,1.4683509328552256,6.707109566516379,1.194494656685003,6.0210194211082495,1.2006031132180413,1.715147304597202
1.1853167501071715,6.567748737172313,1.5730930142332449,6.483271440077356,1.4439555355992533,7.255747319454135,1.7157207950296192,6.796351285657599,1.7010029731844791,6.1150359042371,1.2006031132180413,1.715147304597202
1.8336862979869304,6.655843223193533,1.3745957331925422,6.383671895860367,2.0844589707963785,7.370913967067475,1.6869955020412228,6.879716936296291,1.8995629681433277,6.211890895415942,1.2006031132180413,1.715147304597202
1.3207499207192523,6.047353762458344,1.3348317900261797,6.161197940076987,1.5219097464775768,6.744389704371475,1.6256173980836357,6.662471679605917,1.5070092577031062,5.9042884626373535,1.2006031132180413,1.715147304597202
0.9083005586356968,6.075083641917659,1.4173489651941549,6.2570107691256,1.122775097580866,6.785985347261381,1.60710019384423,6.659390551177706,1.324245693888363,5.870543754048057,1.2006031132180413,1.715147304597202
1.0920960418877284,5.965074014462371,1.020209370456706,6.150163644372943,1.2893737030487702,6.717471707029405,1.4257787484651354,6.850953560261391,1.1181637733123904,6.198817175062593,1.2006031132180413,1.715147304597202
1.6712550684987355,6.170807100562005,1.5641232725621097,6.160535857936815,1.853281711659081,6.888953330138607,1.888755657119608,6.701524305762009,1.9575460756370808,5.916425880955832,1.2006031132180413,1.715147304597202
1.5505120990668246,7.0849958200453225,1.2153547109667415,6.874046051458996,1.7493119036140403,8.037867634743,1.4489325535727389,8.667119443681942,1.5619503700563464,6.519967987010088,1.2006031132180413,1.715147304597202
1.1965136160938494,6.192781464742651,1.4552274728379575,6.065577792431123,1.4192476702629908,6.7602179844245205,1.7249012534425416,6.316862924880399,1.919846625667206,6.591377220032884,1.2006031132180413,1.715147304597202
1.7338728570123678,5.897787927297075,1.2757231144632597,5.9956411984585,1.925470841245952,6.573078317805951,1.528436103150382,6.714854897928278,1.713437425711445,5.848071115534324,1.2006031132180413,1.715147304597202
