m_obs1,ci_len_obs1,m_obs2,ci_len_obs2,m_ipw1,ci_len_ipw1,m_ipw2,ci_len_ipw2,m_full,ci_len_full
-0.0322612241019675,0.384866482896429,0.0243954614679803,0.406794980275029,-0.0257842231679386,0.341776162484862,0.0215317993746122,0.350940544086565,0.0843217290545795,0.627374607465712
-0.0424114802738226,0.384080448102101,-0.0306693080936665,0.364351919004922,-0.0417103411767183,0.346925243143944,-0.0156524592806066,0.327032430483069,0.121999940509832,0.503425299755567
-0.0357657892180595,0.364376660702478,-0.0657168201835426,0.368397965329024,-0.0375800299593457,0.325864960377239,-0.0630761815279406,0.337461981781299,0.0506273900827845,0.493208652581373
0.103861918781727,0.365993629968005,0.080678228387495,0.373859403843016,0.103642927216065,0.329862424726313,0.0746816016350567,0.347001596737977,0.0369758209197679,0.4947181914049
-0.0697953520398888,0.360417270186339,0.136642844497397,0.374738584147721,-0.0658814448512527,0.319118402340351,0.132490451648585,0.336019352462546,0.0403744734849067,0.510844914844101
-0.0261540547561446,0.383459188339177,0.0530953735927479,0.395678535486439,-0.0228470457677889,0.348804747269614,0.0572105161077948,0.364736603393169,0.0769299512684257,0.593490322541093
0.0820894554836127,0.388645295026873,0.0578477249264085,0.378839386669279,0.0846125725071548,0.344971935109851,0.0519763164032101,0.335783803852071,0.0252002934217176,0.558408417002717
0.0242683726954921,0.405447046684627,0.163481155576357,0.399339393142735,0.018283408748546,0.358383038884666,0.155003989929739,0.355043070064877,0.266057871726654,0.511648713430598
0.16341958065489,0.406463335761264,0.165233468004143,0.38033611520861,0.160184181615699,0.363181855780941,0.161189516925338,0.341997087600082,0.175208171400438,0.528398612466905
-0.0497959657492679,0.388053804075706,-0.0721064468878027,0.384687338949573,-0.0545193931977077,0.351454052602131,-0.0796458314268508,0.339038867400481,-0.0738996145412736,0.553581833821617
0.0253042250533191,0.366823614834848,-0.0722886444589912,0.360323289993236,0.020215549546061,0.332783758595905,-0.0651386792803755,0.336596779706963,-0.115620192788845,0.487185206994374
0.130626539329721,0.39735895563236,0.131135127297983,0.406028131746736,0.123555551677729,0.356940567643857,0.122468730269635,0.367194022462795,0.0597526647784755,0.499993097562736
0.051970754532314,0.395573601190513,0.112921312707911,0.400629875715155,0.0531971966097512,0.357723536424381,0.112700902794225,0.35821112049192,0.0300360335722322,0.55700163971218
-0.0490428455630762,0.41135257680557,0.0900530847456065,0.401817105537912,-0.0515625832598509,0.372066733539355,0.0773431987858098,0.369180004504792,-0.0291120903945036,0.50993782678565
0.0560753837230485,0.408619013270911,0.0841250178330369,0.38688561331646,0.0519150200768448,0.37001192707868,0.0815218815577701,0.346495918716763,0.0970403374644682,0.56334672524423
-0.0583883725398211,0.384314429158496,0.0175118196689846,0.409496767595627,-0.0673697972296744,0.340807561134622,0.0173827409078017,0.353370882114042,0.130653609897894,0.538176207544479
0.0901313626570694,0.399177012224377,-0.0108349547625753,0.422030211684034,0.0913916508016513,0.360147056841207,-0.015592175340736,0.374636542912663,0.0973688637399697,0.577792354088541
0.0292169733338095,0.367388286300164,0.0166708805684231,0.37469757576566,0.0285907098468124,0.332791998997488,0.0119856541364932,0.338560934347599,-0.139024567694137,0.496154391127828
