m_deb1,asym_se1,sigma_hat1,m_deb2,asym_se2,sigma_hat2
5.494796567574901,0.04004042025135877,1.6919661631769427,5.548186640741388,0.042951074269226786,1.6864501475467144
5.5976997961805965,0.03917064306302738,1.5915291881821627,5.624364105364551,0.040307000631666104,1.6333670120842887
5.466601295576957,0.04112909905064142,1.5491999391798306,5.384194733317898,0.04388315343063079,1.6064844414998274
5.577643282265592,0.04167712612221473,1.6150666637626705,5.592811036948177,0.04146078691536915,1.5891674743224822
5.435272082989229,0.04090004937287534,1.6178863875513554,5.393752646037456,0.043547253319995996,1.7046030126124336
5.383537295943415,0.0422808083805132,1.6311516538375728,5.417947569661171,0.04197607128270151,1.691828073922878
5.443019904372378,0.04274704010239287,1.6672656409186246,5.516853973067979,0.04169025677950413,1.6086804431345563
5.430949578373248,0.04070810004245324,1.640490473752094,5.374846903610821,0.04219674934937978,1.6377150470619617
5.327145450138501,0.04073645448868115,1.6199998769497927,5.493784496876471,0.04103964309193118,1.6145462403480104
5.49076397181127,0.04042480490357557,1.589461217677992,5.47136172627998,0.041686911361918134,1.6975189034105955
5.387652440038599,0.04247794797898977,1.689378445758374,5.35112943932233,0.04329024656460637,1.6494806525727754
5.562293022561345,0.03915969089982339,1.6304804511367754,5.630447868512455,0.043032480625786025,1.7238156142644012
5.577535773154712,0.03998287471570638,1.6045397449680932,5.597759272526465,0.04146354351353233,1.6257224014515073
5.444932268252972,0.0392571385612624,1.5386771789041982,5.451288356387258,0.04137871646355727,1.6391820243970463
5.342795256818503,0.041878729320634675,1.6776586312880222,5.513440188773114,0.042837933544375394,1.6674889527155456
5.449925777609508,0.0412716393391853,1.6471034546178442,5.46264345707906,0.04254196574827485,1.669747773388311
5.319730245395366,0.04065172378784408,1.585655746220115,5.397645806444642,0.042256124634900506,1.6458335951406935
5.513434285815146,0.04126542149936894,1.6568058329491526,5.440322161862608,0.043118404400845745,1.7130491447858625
5.448671658721523,0.04161632039604569,1.6864247324275692,5.397693008887917,0.04218380669127559,1.6142847910860225
5.442071934535234,0.041702372135231515,1.6036138925934467,5.413352157183456,0.04434737405629221,1.6795616002089708
5.4479273450941506,0.04048817307150786,1.715207892854671,5.476875314277029,0.04155472850652513,1.7114169784076645
5.413791019025547,0.03980792001971493,1.6702564405520022,5.4303429554786735,0.04206486452332921,1.6753969805480644
5.509362431075111,0.039883162666518125,1.5507966590497622,5.501137860252843,0.04021114348987711,1.5651497364230065
5.400645579524721,0.04166454994631987,1.6288725083387583,5.413922076608728,0.04186764972026293,1.6527998433607762
5.510944967838864,0.04005930304377058,1.6377990749885718,5.52741061424874,0.0423280076833805,1.6218125314980072
5.6398098286917495,0.04092623734594171,1.5880699675541308,5.579548809378213,0.043619679040223666,1.594014387974189
5.484903372323743,0.041310990290844354,1.6401299890554613,5.472240235971987,0.04291373047452622,1.7068265041161668
5.451880260972057,0.04175610437896943,1.621344002066791,5.615151544285068,0.0435526949238652,1.7133094166842848
5.606259768935058,0.04156337111610493,1.734712488966272,5.494974461450367,0.0433940281426313,1.7526600506902597
5.494139723054781,0.041492539067941876,1.6380753256245444,5.477504686170565,0.04261549295926426,1.6436992789218285
5.301124237685136,0.04363700473776276,1.6666846557434762,5.371657402100513,0.04552063090930888,1.6649199157253043
5.433714089583357,0.04088288582539985,1.635398214394615,5.490652451957661,0.04130244549609114,1.582570637849111
5.315447393022926,0.039297427733933465,1.6357413458631975,5.398711461975529,0.0411166591338353,1.6997556167596568
5.533532487203769,0.04102318636632569,1.6566386635948809,5.615828960408881,0.04114128332799355,1.6630412976399855
5.51277591661172,0.04011960763839335,1.7117631091278704,5.514540264370539,0.0402918943852064,1.675711948133771
5.4860551087506355,0.04217098010543376,1.5991109251487143,5.519900011298838,0.04333840072248893,1.645585765443758
5.517388924656094,0.041226149074409246,1.694017129090059,5.462565545401528,0.041420262627309544,1.6540195633384154
5.644820868529743,0.03899337018238246,1.598078215663855,5.57172200513752,0.039967005553267314,1.6144995799686028
5.501447151745132,0.040433085978944516,1.6124104680501317,5.497675799983667,0.04254426118539008,1.6595662792598906
5.425994506536091,0.04102530343594277,1.7276264554689253,5.529392778500386,0.04139261669227925,1.6873914846157265
5.589814702627694,0.04009637259453688,1.5698818796777125,5.539190517058525,0.042003435385420076,1.632126763545152
5.520684040811255,0.04061873163872495,1.6955435031165227,5.498689860788108,0.0416190378995009,1.6549656375232433
5.492690849010364,0.041425448945663926,1.7353514627773075,5.530076379800318,0.04203915925798282,1.7100660010318005
5.489676428988336,0.04108205045727492,1.657129451100381,5.6536728324507575,0.04310249382865218,1.6806703518306387
5.435320480983491,0.041487082825949664,1.664188746164566,5.517049202387596,0.04392522202639233,1.6317260729676797
5.337192596402203,0.04225108357963389,1.625202174769889,5.419392677929962,0.041629929669223395,1.6627444509055325
5.443929010097988,0.04151469852578882,1.6833001014784017,5.458145571701458,0.04339331478428399,1.6623103825974954
5.641955160528627,0.0398277942527388,1.5938826066145568,5.628263240012564,0.041424421911783416,1.6295665007085294
5.5321810011697,0.041674964056665056,1.6515746054762026,5.546097429468129,0.04393791761849521,1.7231294753116966
5.4518743250064805,0.040266475482280475,1.615426663048325,5.399014924873697,0.042727542171129465,1.5948835728060151
5.681141582123601,0.04187047060173204,1.6335337054042616,5.610459736597847,0.04155526939612634,1.6288546634911727
5.3680262194143955,0.04105170602240422,1.6626754617584552,5.435244417663943,0.04256988030377885,1.6496602277390147
5.393284596051544,0.0426699861266606,1.592363367683914,5.471779295475313,0.04166129812216108,1.602692165057216
5.420223213435548,0.042058880905312276,1.629425099125811,5.451758416395214,0.04243987845490356,1.6703398167610017
5.554091505932845,0.040213884058149435,1.6322761505870436,5.564716273636625,0.04094304192594115,1.61942245045862
5.548641074221917,0.04262791409527286,1.5913212609931704,5.515159921245478,0.04318888819377706,1.5955178282066929
5.498301844588618,0.04108855361924965,1.6346878313305762,5.514851645502361,0.04155404908696813,1.7092688151055662
5.571188825940175,0.04243139139170782,1.67084704866627,5.555400944395023,0.044248099078986115,1.666446548227671
5.46802474434168,0.04047807052761851,1.6599613546898977,5.54899176713995,0.04228905047713697,1.6048740996424076
5.665421522289475,0.04087330041161885,1.6493816736565552,5.6196142413288355,0.0410316803674037,1.722750776936718
