m_obs1,asym_se_obs1,sigma_hat_obs1,ci_len_obs1,m_obs2,asym_se_obs2,sigma_hat_obs2,ci_len_obs2,m_ipw1,asym_se_ipw1,sigma_hat_ipw1,ci_len_ipw1,m_ipw2,asym_se_ipw2,sigma_hat_ipw2,ci_len_ipw2,m_full,asym_se_full,sigma_hat_full,ci_len_full
3.2694051046021,0.0314364208843588,0.873642674867952,0.185954482941075,3.24727628598253,0.0315616770037176,0.911195463373823,0.186661103560687,3.26939138240645,0.0314364208843588,1.04421000485622,0.206973786383445,3.24620958185171,0.0314023734659024,1.08292485382599,0.219349936229038,3.25277321663778,0.0317927279676101,0.939938702411333,0.167754410748187
3.34059585371261,0.0311807726399862,0.892047434276102,0.184928552028932,3.29239096265435,0.0314095164388308,0.889446255150589,0.189370872331092,3.3406758699965,0.0311807726399862,1.06637348063618,0.206248099477336,3.29960813676336,0.030920237744128,1.07339445224247,0.206147336661815,3.31243699288867,0.0318950278805768,0.907255000699551,0.17117772992687
3.29679667269117,0.0310607933660892,0.896357818030506,0.189306496410562,3.37151547933226,0.0309302412778676,0.888212050817293,0.182470648112388,3.29683927345761,0.0310607933660892,1.07142117932587,0.210626662411763,3.37196059384914,0.0308898819015023,1.08201462031068,0.224933889904493,3.32081001571059,0.0310489654311622,0.901991898580207,0.17125927166431
3.28971235653728,0.0315907588383979,0.936516214520775,0.191917610372548,3.38054459359956,0.0319813340782277,0.918584120404188,0.198714738770472,3.28974713737351,0.0315907588383979,1.11948313024974,0.214584010375669,3.37280840521797,0.0319166894199668,1.12734611942537,0.234688797165706,3.30752337417107,0.0320753357455831,0.943607935688994,0.175359259964247
3.29739520255879,0.0313560268404135,0.899973694307934,0.177191728333254,3.35011996506089,0.0317639203990046,0.885305163802294,0.189379939750999,3.29738276779533,0.0313560268404136,1.07583598594817,0.198817560880661,3.33995344543396,0.0315883672325529,1.12698250547109,0.223405311927423,3.32807569683614,0.0316235669732375,0.888380119661769,0.16633070970256
3.32812688581969,0.0318896727232553,0.93475017412211,0.186150466123259,3.30652653808858,0.0315600510688292,0.913628657851082,0.209743815153196,3.32807205559722,0.0318896727232553,1.11736384177694,0.208985800321989,3.30167320818095,0.0318660320635665,1.09345459908391,0.241818047571747,3.29557034127496,0.0323864248027444,0.938108953872446,0.18529467902597
3.24446873576384,0.031670172663278,0.901842208564538,0.189458919490746,3.28681431840869,0.0314329875091321,0.901259367299053,0.194511625266211,3.24444173665744,0.031670172663278,1.07814178226576,0.211362430747857,3.30226338344949,0.0314556603988212,1.09443610282582,0.23510127390243,3.26532356392605,0.0314785488971661,0.893554708375557,0.178695608400081
3.32107915049958,0.0320919740548599,0.897809841692226,0.200592062181198,3.3345814104988,0.0321475731316446,0.958248968066788,0.200758558175123,3.32112841232459,0.0320919740548599,1.07318329169891,0.222661513870011,3.34676868551684,0.0318082976114666,1.25908978587484,0.246032996047631,3.30782100671487,0.0324434821113645,0.914127783485259,0.175120959046813
3.29216786916023,0.0322310060363895,0.965546520108711,0.200470546761693,3.26378453242384,0.0316586554998644,0.96919712985351,0.204005471548582,3.29221841115902,0.0322310060363895,1.15431022023934,0.224337336876353,3.28069194247059,0.0315315167497374,1.16211121758168,0.236150173135656,3.27978230405299,0.0318404888021034,0.946635088498493,0.186929284525486
3.23159219666937,0.0316335093179783,0.830565992098698,0.18650512878812,3.20658868041996,0.0310247800564322,0.930972757151546,0.194284785329566,3.23157296696793,0.0316335093179783,0.992780215177147,0.206625249695977,3.19212342222128,0.0306503120067962,1.09890982278493,0.228226559880465,3.22786102995292,0.031361186081486,0.905796778110904,0.179043862907423
3.30014916153301,0.0316526861606925,0.917594095543902,0.203752148069751,3.3047610250316,0.0311134870568875,0.921590431833005,0.203000405577803,3.30000122946267,0.0316526861606925,1.09684382579757,0.22600172632218,3.33764133292123,0.0307879280930919,1.15868322320257,0.255079995733085,3.30251656386635,0.0321465727581079,0.969594144035683,0.180227132764602
3.32705264544904,0.0319661618750301,0.926153259091602,0.19918685600091,3.3434786534231,0.0320722751927666,0.931660180530545,0.205456834523301,3.32712456473339,0.0319661618750301,1.10722919519315,0.221896436773705,3.35236457737129,0.0318596755135837,1.12374970553207,0.235681407571249,3.34851168549394,0.0319959166817126,0.916031748420435,0.18821938296295
3.23818968693126,0.030364885718283,0.914734376652493,0.195758469222082,3.22771939071642,0.0306779134641296,0.926560645814535,0.19884172579279,3.2380977853213,0.030364885718283,1.09341566993887,0.217034440438914,3.23758192448572,0.0308934387982642,1.1440938175562,0.239881547405993,3.258069758339,0.0310618458331289,0.946827744913161,0.183125880580325
3.3362554857847,0.0320340413685491,0.968307356077621,0.186903729003328,3.26337140426418,0.0316854712241397,0.889075742766581,0.205261376618341,3.33627239764635,0.0320340413685491,1.15745528148009,0.210661265865549,3.24608245734757,0.0312056885349693,1.10009926992366,0.235360064201509,3.29414638530418,0.0321576275370811,0.954783247854177,0.1769789370126
3.3285912323672,0.0310206892430955,0.934014470338452,0.195769246632322,3.24982910139773,0.0311697701006195,0.926253447152952,0.199285953457971,3.32857573600739,0.0310206892430955,1.1165040222074,0.217970313237442,3.23771177321647,0.0307671351046807,1.09283440330121,0.2313883829251,3.27531777636148,0.0319328979001507,0.953643052328468,0.189139709846842
3.35218587680698,0.031629690351921,0.94767151951953,0.19713805642475,3.32742638208572,0.0317682180040489,0.938664350584965,0.196051439101227,3.35224369584334,0.031629690351921,1.13294818999333,0.220128357189259,3.33269210642216,0.0315672808139939,1.13659964928814,0.233692986153809,3.36943939247368,0.0320186395859035,0.940569963833584,0.172632324325183
3.25740811364597,0.0313452954694028,0.875600715630708,0.195221343949092,3.22213786645226,0.0305700634587232,0.879211495209,0.193092697113657,3.25716442057484,0.0313452954694028,1.04688064751555,0.216295003602935,3.23036590826805,0.0303688666268205,1.12779549305548,0.237180742600636,3.23122106856893,0.0310330868248119,0.894676037075319,0.178071235840837
3.33467091153705,0.0311283322192058,0.868791791902258,0.191839504170334,3.30833767002083,0.0310819298624789,0.926147616450755,0.203795967479714,3.33478655481624,0.0311283322192058,1.03855414115205,0.212566388530967,3.29197941625588,0.0304476165732333,1.15200038292495,0.235807821060882,3.31444446128905,0.0315978872264313,0.909934813877614,0.186786425162437
3.2502687593119,0.0312990551283088,0.941913013127967,0.196832524842715,3.24475651208149,0.0314029374664342,0.942884702197382,0.19284868892696,3.25022773610753,0.0312990551283088,1.1259718368968,0.219427014447398,3.26483543877113,0.0308316946671098,1.16682150468197,0.220208691294849,3.22653189593261,0.0313237952201436,0.961934605127439,0.178746377232048
3.26243962244482,0.031375007107781,0.967982541368761,0.202076383691232,3.26540821749336,0.0317269612822673,0.918231734191273,0.194967506005816,3.26235850206123,0.031375007107781,1.15703845204072,0.225333547439233,3.23812439733241,0.0310926772012764,1.08601076721445,0.218246080274462,3.27653481616855,0.0320945505051703,0.934837381745632,0.17906901232446
3.30064746422716,0.0321407931459474,0.954010949375918,0.203258082157389,3.26219968184723,0.0317930519671789,0.881262439817101,0.195624230919747,3.30072422140433,0.0321407931459474,1.1404294073471,0.22675712253475,3.24210631585906,0.0319170611583875,1.13613855882564,0.226437518411113,3.26593138767244,0.0321311985973776,0.955656627109466,0.181608226416954
