m_obs1,asym_se_obs1,sigma_hat_obs1,ci_len_obs1,m_obs2,asym_se_obs2,sigma_hat_obs2,ci_len_obs2,m_ipw1,asym_se_ipw1,sigma_hat_ipw1,ci_len_ipw1,m_ipw2,asym_se_ipw2,sigma_hat_ipw2,ci_len_ipw2,m_full,asym_se_full,sigma_hat_full,ci_len_full
4.8311653772388,0.0434218506413989,3.92997282496478,3.81276411244095,4.76720238185251,0.0434569108092088,3.87719945935796,3.86270028930419,4.83136941589916,0.0434218506413989,4.69771125922275,3.94377278280535,4.74829719993824,0.0431838780390025,4.69738389245666,4.2837619993103,4.80930285743046,0.0439541314431713,4.21739228572384,3.41871599887911
4.75739641197374,0.0433543595653402,3.69224161316759,3.82669840880783,4.85770268399029,0.0441262952726614,4.15220384275373,4.22682005244675,4.7579840016438,0.0433543595653402,4.41441521849641,3.95040206802219,4.69667021337412,0.0429410908499047,4.64943764185491,4.90423871756949,4.60111846923676,0.0439595558350362,4.08864925835001,3.46150280157207
4.85296856903832,0.0433288462998925,3.9053930101874,3.97132695730773,5.03418288154116,0.0444455351037892,3.81718719055992,3.85403759868957,4.8530084760904,0.0433288462998925,4.66809657566768,4.10105270697204,4.94245608680343,0.0435057609225579,4.36001696733496,4.21384529100179,5.0056927552093,0.0441860564828653,4.01429418672903,3.3389857637558
4.48341080892635,0.0438640994989441,3.62159705556266,3.75650111308831,4.34549321256598,0.0433416132132967,3.89953240848029,3.88524167845958,4.48310933315905,0.043864099498944,4.32942779712086,3.87878137660795,4.2990683430286,0.0431533453931729,4.52680731804493,4.20595287197219,4.74575901375768,0.0448591365538584,4.03940362375591,3.40683381346551
4.85476665767559,0.0430588869889873,4.18145055032117,4.11722950296313,4.56681725048572,0.0437308139620418,3.75166565388025,3.87676295671348,4.85462763881926,0.0430588869889873,4.99813112169092,4.25530847405992,4.52573808325183,0.0435274409855455,4.34617099057809,4.18861347153822,4.58360315870696,0.0441963252426721,4.27860775812386,3.5894439372823
4.67432987960392,0.0439607595378274,3.83737390164621,3.82925166296259,4.84851558199543,0.0440383415201454,4.10128240950217,4.04775664237692,4.67451874994133,0.0439607595378274,4.58778989809549,3.95942956919323,4.77535317447929,0.0428062042307048,4.85360633814603,4.55567951020654,4.78216732074624,0.0446183847066932,4.6052372704499,3.57386143483073
4.81306394604805,0.042993489080866,4.11385737870384,3.8757537679781,4.65477850311191,0.0426076109594018,4.01923617359428,3.85125369992599,4.81307489485443,0.042993489080866,4.91719256718604,4.01126556996549,4.57563904552403,0.0421127322238313,4.76338430871394,4.23966179358685,4.75128058983628,0.0435322431889108,4.04914698791854,3.29067315573941
4.63500653371951,0.0442319374249529,4.04985510999403,3.83662717361474,4.47193553550001,0.0442271040443687,3.99673959402289,3.87577764067701,4.63554705917712,0.0442319374249529,4.85501494577085,3.97118216443303,4.42831772284718,0.0440387973692901,4.73655691281766,4.17165952384066,4.53871711827328,0.0442174130584816,4.15226915613294,3.25197747245796
4.10123138549093,0.04332075939051,3.84914199561953,3.78189807253431,4.39306451050711,0.0439826978870414,3.86230714843523,4.05138862661204,4.10125329690005,0.04332075939051,4.60073907474847,3.90962138650353,4.21030392130145,0.0441472949315973,4.59762333031041,4.43022462546303,4.32478152392871,0.0433400623063218,4.27159699383902,3.45021948374016
4.82337116544242,0.0429500092350887,4.21238210259219,4.23411675095804,4.67793268542776,0.0435633510036749,4.17285917757884,4.09127211270247,4.82337975418048,0.0429500092350887,5.03672853938431,4.37428297836692,4.56393571109343,0.0428522688267279,4.95284698694271,4.55227449249676,4.83612789837011,0.044033868639819,4.78351632560237,3.69435093252041
