m_obs1,sigma_hat_obs1,m_obs2,sigma_hat_obs2,m_ipw1,sigma_hat_ipw1,m_ipw2,sigma_hat_ipw2,m_full,sigma_hat_full,m_var_oracle,m_var_mcar
4.911697119584089,1.00435563281026,4.905455370694174,1.0050297433753974,4.948026485207231,1.184173211796628,4.950319383075693,1.181776967242429,4.926981037578734,0.9959362098889738,2.3123986443715934,3.303426634816562
4.835048642367711,0.9845148739083333,4.782427275920587,0.9807964585674934,4.873339665143322,1.1547979371869443,4.836976986256332,1.1669376521654853,4.84318571899167,0.97821848829022,2.3123986443715934,3.303426634816562
4.838530940372033,1.0137797790839365,4.80826971253941,0.997043671175765,4.879235225282113,1.1968873719750297,4.866904795051084,1.1708247556255027,4.885013632650368,0.9994841106443708,2.3123986443715934,3.303426634816562
4.877108119379953,1.0580705236865775,4.903033483420054,1.03762727125022,4.920877798652919,1.2488267330411715,4.967658557938924,1.2742628758028598,4.914577606803835,1.0113234072281183,2.3123986443715934,3.303426634816562
4.853642701019259,1.056804110504256,4.794870278555764,1.0560517560732738,4.898175941481544,1.2449758039959986,4.841448169355088,1.2401793925994655,4.877478928026159,1.0202957620728563,2.3123986443715934,3.303426634816562
4.835379437225422,1.04504512776838,4.815240829631165,1.0534762116980672,4.879861010962884,1.2335185877195465,4.875963515681928,1.2580818589057905,4.893549375717334,1.047930272845749,2.3123986443715934,3.303426634816562
4.818280142497072,1.0328088921102685,4.813644693213041,1.0651904423039529,4.863416956542064,1.211436460123263,4.877722056394996,1.2501095851605235,4.861937624445131,1.0390512044247804,2.3123986443715934,3.303426634816562
4.798339503762159,1.0648670990134246,4.752707128011194,1.0469535511265806,4.847205319424579,1.2520051640161658,4.80591506124938,1.226937779449958,4.848701884799099,1.0427585106082191,2.3123986443715934,3.303426634816562
4.838747392518011,0.9847609148848918,4.883172711218315,1.0017007804401237,4.881098575379982,1.157233083327005,4.929274552746526,1.1777472425711426,4.9220379998444805,0.9898614818995516,2.3123986443715934,3.303426634816562
4.937103732229292,1.062484527977009,4.890384686232961,1.0979280322988274,4.9829834002757,1.2534478969163114,4.955617965655339,1.3138569728976268,4.928516257494303,1.070690050577248,2.3123986443715934,3.303426634816562
4.86812852195188,1.03558606755897,4.847628516788665,1.018983510798983,4.913438011454571,1.221159698529667,4.867269951477927,1.2183383156106846,4.920841611935414,1.0186099863301066,2.3123986443715934,3.303426634816562
4.923101775603962,1.0618842057107087,4.882904274798953,1.0726485864358533,4.966321009104907,1.2492199243783466,4.9362129609274525,1.2527443564753242,4.961376104122168,1.0457331223486563,2.3123986443715934,3.303426634816562
4.911278442043388,1.0891361680056322,4.888700402065074,1.0426706020491543,4.953794154389857,1.284808342388648,4.943487880825296,1.225058907865139,4.929690738437193,1.055136382202073,2.3123986443715934,3.303426634816562
4.874222041211702,0.9811050363019987,4.859752883324906,1.0395436529617592,4.9179775370687375,1.1570281754071927,4.915950439195299,1.1996786400186796,4.931281011996756,1.0043519724251837,2.3123986443715934,3.303426634816562
4.835873983116104,1.0004180734891557,4.878364982281305,1.0026184019642863,4.875098494180511,1.1727501800222215,4.937720806686948,1.169065364563581,4.887696822298813,0.9891860826715234,2.3123986443715934,3.303426634816562
4.8209542020138425,1.0098589489681955,4.807054428092803,1.0461870272280531,4.865390590094882,1.1894361587908957,4.892699492615718,1.2251032629935354,4.865328840508942,1.0127002280459485,2.3123986443715934,3.303426634816562
4.7820320039529545,1.0076108807691193,4.766879559526934,1.009092172339724,4.826266958687526,1.183862663065135,4.825839662241711,1.2035476373714833,4.819152561191784,1.010925180548608,2.3123986443715934,3.303426634816562
4.798539193041031,1.0997363297184772,4.8175981387250335,1.0789575420972393,4.842975773476344,1.2979414874739712,4.9352641888169,1.2821869169808118,4.849103371960072,1.073263253599265,2.3123986443715934,3.303426634816562
4.774190168400269,1.0313634848899271,4.80005920070562,1.008415535257846,4.819712720010269,1.2146314428296408,4.829104585139289,1.1921180821120367,4.865483368393585,1.0122973641609694,2.3123986443715934,3.303426634816562
4.899689144689575,1.073011855184436,4.8418528026694725,1.0823281760526264,4.9471683683277,1.2583730545246037,4.9136406560616726,1.2814071947227286,4.937626257169896,1.0589674699430591,2.3123986443715934,3.303426634816562
4.766680576480846,1.0636957694021845,4.822235521318383,1.0928682900668076,4.817590453990223,1.248163867819379,4.856702708833699,1.302777139654547,4.838399206333246,1.0558452847163622,2.3123986443715934,3.303426634816562
