PLATE,MJD,FIBERID,RA,DEC,Z,class_x,comov_dist,dist_DirFila_comov,dist_DirModes_comov,dist_DirKnots_comov,dist_DirFila_angdiam,dist_DirKnots_angdiam,dist_DirModes_angdiam,dist_EuFila_angdiam,dist_EuKnots_angdiam,dist_EuModes_angdiam,dist_EuFila_comov,dist_EuModes_comov,dist_EuKnots_comov,dist_DirLinFila_comov,dist_DirLinModes_comov,dens_Dir,dens_Eu,SPECOBJID,Chabrier_MILES_total_mass,Chabrier_MILES_age_lightW,Chabrier_MILES_age_massW,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_massW,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_metallicity_massW,objid,ra,dec,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,run,rerun,camcol,field,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,specobjid,class_y,Plug_RA,Plug_dec,redshift,snMedian_u,snMedian_g,snMedian_r,snMedian_i,snMedian_z,snMedian,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,spectroFluxIvar_u,spectroFluxIvar_g,spectroFluxIvar_r,spectroFluxIvar_i,spectroFluxIvar_z,spectroSynFlux_u,spectroSynFlux_g,spectroSynFlux_r,spectroSynFlux_i,spectroSynFlux_z,spectroSynFluxIvar_u,spectroSynFluxIvar_g,spectroSynFluxIvar_r,spectroSynFluxIvar_i,spectroSynFluxIvar_z,spectroSkyFlux_u,spectroSkyFlux_g,spectroSkyFlux_r,spectroSkyFlux_i,spectroSkyFlux_z,sn1_g,sn1_r,sn1_i,sn2_g,sn2_r,sn2_i
578,52339,119,161.24362,4.5342705,0.4004595577716827,GALAXY,1600.853329499182,19.912916688802994,118.07216226060687,102.57451345844323,12.69709019711925,73.05065573659246,84.17253512557461,7.108669232199477,72.1902877597085,7.132196719900278,13.412739771077518,13.437162586482764,101.37619858404712,39.33559102693907,82.91767684113032,0.5211040337174672,0.0002215313996105,    650802895867897856,327970597643.69653,11626477493.500008,14975025826.833355,1.524524336372935,1.8902763814792585,249936898485.06433,12025609997.0,0.9592711757540717,12625489997.000011,1.4912741504541782,1.2376546053262546e+18,161.243609743936,4.53427936757423,22.7771,21.14862,19.44056,18.74249,18.44287,0.5885451,0.07195961,0.02283715,0.01712903,0.04751929,2126.0,301.0,3.0,281.0,22.7771,21.14862,19.44056,18.74249,18.44287,20.20545,20.93853,19.44057,18.7359,18.57375,0.1596413,0.1243914,0.08605339,0.0639469,0.04756474,6.508028958678979e+17,GALAXY,161.24362,4.5342705,0.4004596,0.3386581,1.011074,4.368655,5.975843,3.635139,2.824591,0.5292822,1.554561,7.659057,13.91603,19.9461,1.084398,2.26662,1.999406,1.493691,0.5364022,0.1471819,1.534522,7.480069,13.76873,19.04825,2.070001,2.192716,2.127994,1.531164,0.7844874,6.975123,15.39851,34.00661,56.26986,125.9389,17.3468,20.429,19.085,19.9806,25.9606,23.4442
580,52368,233,164.68368,4.1693364,0.4008531272411345,GALAXY,1602.2568350892866,25.16129914875545,42.60911588350083,37.76234131323224,17.133234857174322,26.426172383461303,29.95364166024681,19.294397566053117,25.561263941338037,32.36154138095981,28.058888339849915,45.92853374646664,36.57760648443214,19.835299291465603,32.27863582408912,0.7974006403249966,0.0002967678931389,    653086032249513984,520149979580.93317,9927214160.166666,13975459160.166656,1.7107253775179723,1.9966769764192795,545437201840.21686,10075999997.000002,1.9966769764192795,14725069996.999996,1.9966769764192795,1.2376546047908908e+18,164.683676018626,4.16934358531892,23.98174,20.8451,19.01032,18.35436,17.9377,1.524322,0.05656217,0.01714006,0.01334967,0.02896018,2126.0,301.0,2.0,304.0,23.98174,20.8451,19.01032,18.35436,17.9377,23.57899,20.95736,19.01032,18.461,18.0451,0.1813547,0.1413103,0.09775783,0.07264455,0.0540342,6.53086032249514e+17,GALAXY,164.68368,4.1693364,0.4008531,-0.01231377,1.487955,5.953843,8.668452,5.357735,3.7961,1.237871,2.730002,13.08117,24.20654,34.56049,1.412881,4.149764,3.05421,1.499266,0.6036261,0.9265754,2.631246,12.93836,24.35575,33.45954,3.20176,4.2133,3.262783,2.071157,0.9434849,8.714694,13.59199,32.42006,65.78401,133.0102,18.9739,19.323,18.884,18.1506,20.7399,18.2094
586,52023,614,220.17378,4.7398079000000015,0.4009358584880829,GALAXY,1602.551820975901,14.917528759509969,14.093326393906336,14.917528759509969,9.281937267171246,9.281937267171246,8.599436423332945,8.713898960700213,8.713898960700213,7.87521480750741,14.230409578839009,13.238028164371515,14.230409578839009,23.724600818247627,50.23990521371498,1.1090653832438395,0.0004541056400889,    659946154384975872,536676817314.1568,10876802493.50001,13475675826.833332,1.3981736298816596,1.883626344295507,577368783172.8737,10225969997.000013,1.9966769764192795,14725069996.999996,1.9966769764192795,1.2376548812761336e+18,220.17379137096,4.739813347213,24.39425,20.46188,18.7481,18.09652,17.65366,2.135525,0.04752162,0.01608944,0.01414283,0.03092953,2190.0,301.0,5.0,254.0,24.39425,20.46188,18.7481,18.09652,17.65366,20.8854,20.22861,18.74811,18.11773,17.65102,0.155533,0.1211902,0.08383885,0.06230125,0.04634069,6.599461543849759e+17,GALAXY,220.17378,4.7398079,0.4009359,-0.2999276,1.362216,6.225116,9.351727,5.557147,3.887228,-0.4975314,2.506595,13.52839,24.76615,34.92284,1.862774,2.213653,1.99936,1.354063,0.647364,0.2990786,2.392632,13.43785,25.06292,33.96999,3.090682,2.233806,2.252186,1.91047,0.9134153,8.600924,13.30207,34.28929,68.59777,137.6825,21.9415,21.2154,20.6338,23.4092,22.5905,21.7929
591,52022,39,230.17201,2.7028647,0.4004408121109009,GALAXY,1600.7864725788047,24.070327804940504,52.38825904532814,37.0984972557091,15.938995368235496,25.715200125010263,36.88469505262498,15.902154633920686,42.00848980499755,39.34939881532176,24.02259332105997,55.78695846631853,59.45993748248629,22.665853695123523,70.70927549868387,0.50821543926877,0.0001971836164575,    665417599105918976,670753249597.9126,12076282493.5,14925047493.500002,1.7040753403342208,1.9966769764192795,637473576453.8644,11375739996.999994,1.9966769764192795,14725069996.999996,1.9966769764192795,1.237655470210286e+18,230.172008068849,2.70284056211709,21.21564,19.83208,18.16781,17.48981,17.10229,0.3521003,0.04360581,0.01492882,0.01259023,0.0308533,2327.0,301.0,6.0,52.0,21.21564,19.83208,18.16781,17.48981,17.10229,20.79019,20.21866,18.24841,17.59912,17.35937,0.1762524,0.1373347,0.09500749,0.07060074,0.05251398,6.65417599105919e+17,GALAXY,230.17201,2.7028647,0.4004408,0.6008763,1.646051,6.461298,9.931184,5.968693,4.179002,2.179509,2.865259,13.57875,25.6493,36.84578,0.8111194,0.7830802,0.7177783,0.8341836,0.5184743,0.5850962,2.806154,13.46372,25.61209,36.51266,1.006094,0.7858478,0.7696979,0.9115894,0.5642462,11.58678,12.51428,38.89238,70.02094,168.2091,17.8958,18.9054,15.7718,22.0588,19.9749,17.0147
594,52045,561,237.19762000000003,3.467214,0.4004933536052704,GALAXY,1600.9738614095568,9.96127145890414,31.82739710551125,115.5692584184235,3.224091678378421,82.38031287510972,21.84604808905453,9.636304502541805,47.967178819652325,20.49959226801824,16.144153852120006,30.02316004363592,67.68821669190132,28.354280811806607,83.65784235581292,0.6474821266996761,0.0002775867663588,    668938785479747584,339364316972.8499,14375285826.83332,14725134160.166662,1.025771547591585,1.5045742248216811,195852034263.6315,7826449997.000001,1.0922719194290984,7826449997.000001,1.0922719194290984,1.2376548807467343e+18,237.197611878096,3.46722662685744,22.80398,21.8769,19.97616,19.17914,18.77156,0.6072839,0.1219568,0.03280217,0.02343858,0.06744522,2190.0,301.0,4.0,368.0,22.80398,21.8769,19.97616,19.17914,18.77156,21.4763,21.17206,19.97616,19.24838,18.94749,0.4655994,0.3627919,0.2509778,0.1865034,0.1387242,6.689387854797476e+17,GALAXY,237.19762,3.467214,0.4004934,-0.09453907,1.10485,4.241651,7.112358,4.523453,2.870414,-0.382694,1.288402,6.488453,14.57857,23.48542,1.369539,1.956507,3.141938,1.5085,0.8505458,0.5310559,1.223395,6.489879,14.37708,23.04156,2.17812,1.99272,3.152856,1.793744,1.027612,9.531175,16.95878,35.47477,67.27696,126.6832,18.0948,18.9306,19.4972,23.6739,26.9148,27.234
613,52345,610,230.88992,60.601654,0.4005260467529297,GALAXY,1601.090458332034,58.67937256888958,70.54703967785755,67.93755966034873,41.47260371608348,48.15595441357308,50.0366664298057,42.631755186211045,58.08453097350469,42.6323729349332,60.28313574343565,60.283990688322106,81.72817566084427,88.21154811196106,111.15718954741068,0.520099838792534,4.381671962779428e-05,    690344357760362496,361418204257.4196,10926780826.833338,14025437493.499996,1.524524336372935,1.883626344295507,358936712750.40625,12825449997.000006,0.9526211385703204,13925229996.999994,0.9991713988565798,1.2376549505208817e+18,230.889914914483,60.6016603666735,21.98652,20.61191,18.80905,18.17689,17.77446,0.5709128,0.06793131,0.02097535,0.01859911,0.04448562,2206.0,301.0,6.0,77.0,21.98652,20.61191,18.80905,18.17689,17.77446,21.14509,20.44206,18.8305,18.34194,18.19028,0.04789244,0.03731747,0.02581605,0.01918409,0.01426944,6.903443577603625e+17,GALAXY,230.88992,60.601654,0.400526,0.4521648,1.241722,6.05324,8.876859,5.639741,3.666527,0.3088273,1.429187,8.971796,18.98338,30.15377,1.585376,3.156347,2.12171,1.561625,0.7097532,0.363658,1.35659,8.911487,19.02876,29.79191,2.513919,2.818813,2.14067,1.650855,0.7605605,4.056162,8.021256,20.86197,49.48521,97.42287,26.4324,35.2238,30.798,26.0799,32.283,27.7942
614,53437,554,233.40482000000003,55.862635,0.400610625743866,GALAXY,1601.3920906099936,19.59924103078517,26.892341255860767,71.42083994480444,12.631573492667536,50.68713437042474,18.24135379384677,1.086321939420574,1.086321939420574,19.158081613224283,8.605676302804424,28.11262374949801,8.605676302804424,22.51308699368729,27.46378488535974,1.2099799354750087,0.000363220899334,    691454882825136128,493655686651.9015,14075415826.833342,14675155826.833338,1.5577745222916917,1.8503761583767497,90368006472.0352,2727469996.9999995,1.9102264930305124,5376939997.000001,1.6575250800479617,1.2376512520467256e+18,233.404818122887,55.8626533423122,22.09907,20.70269,18.94682,18.29437,17.87759,0.403048,0.05585936,0.01877261,0.01571452,0.03536582,1345.0,301.0,5.0,528.0,22.09907,20.70269,18.94682,18.29437,17.87759,22.96072,20.7414,18.94685,18.46279,18.17487,0.05579355,0.04347396,0.03007508,0.02234901,0.01662356,6.914548828251361e+17,GALAXY,233.40482,55.862635,0.4006106,-0.1794934,1.310578,5.699422,8.282454,4.892905,3.599064,-0.521463,1.887079,10.47493,20.44996,28.98661,1.786038,5.375597,2.692795,1.248832,0.6450859,0.1357247,1.797263,10.43912,20.34724,28.72379,4.19198,5.294746,2.906954,1.521175,0.7437702,5.746506,9.166378,23.59528,48.70715,105.7426,26.4827,25.0756,24.5144,25.251,27.4474,22.6228
618,52049,227,236.86868,51.669599,0.4003536701202393,GALAXY,1600.4756685299378,34.800520357161496,108.59782796023492,34.800520357161496,23.959891656014,23.959891656014,77.36101164591891,16.035538979519565,31.38306092926949,47.01196656288922,24.3095871849365,66.42099066553975,44.88704758900992,26.591830179432343,105.23145449583338,0.7151531217542298,0.0001641771438735,    695868574090160128,354300446291.7052,6728600826.833334,8727734160.16667,1.7838757865392367,1.9966769764192795,584752947176.5912,11375739996.999994,1.2585228490228815,12625489997.000011,1.5910247082104483,1.2376512499011423e+18,236.868652567106,51.6695850459997,22.07817,20.4425,18.6396,17.96181,17.51418,0.3473352,0.0422055,0.01427328,0.01135812,0.02535739,1345.0,301.0,1.0,557.0,22.07817,20.4425,18.6396,17.96181,17.51418,21.43169,20.36346,18.63969,18.00854,17.55248,0.06070842,0.04730359,0.0327244,0.02431774,0.01808793,6.958685740901601e+17,GALAXY,236.86868,51.669599,0.4003537,0.3610731,2.194121,7.610452,11.75955,6.895475,4.94584,0.4153948,3.543473,15.47207,30.13696,44.67443,0.8840593,0.8938081,0.7981289,0.679933,0.5552707,1.223177,3.424939,15.18546,29.75116,43.46479,1.1413,0.8816164,0.8399511,0.756242,0.6353244,5.068958,4.73489,19.13509,51.41087,107.7014,20.6866,27.2331,24.3448,26.2981,26.4976,22.7277
620,52375,33,241.97898,50.199486,0.4008626937866211,GALAXY,1602.2909462259115,27.21299050648964,27.96112264054935,64.60255713599523,18.672383061790352,45.84086855402534,19.22836826051789,17.375484736268042,44.88036186118321,19.030880981630595,25.474871423582314,27.695195093260143,63.26798294624052,26.49385810829988,55.4243955995836,1.2607713862375605,0.0003653428288072,    698067053059270656,236259528473.84952,5179272493.499998,10726867493.499992,1.5444744479241892,1.9966769764192795,647566823869.2583,14875039997.000002,1.5045742248216811,14975019996.999994,1.5710745966591944,1.2376551303728335e+18,241.979001226056,50.1995310399873,24.75949,20.86454,18.9018,18.18864,17.70164,2.12793,0.06706146,0.01854505,0.01568002,0.03299819,2248.0,301.0,5.0,80.0,24.75949,20.86454,18.9018,18.18864,17.70164,24.60888,20.80371,18.9018,18.23485,17.80592,0.09148437,0.071284,0.04931394,0.03664554,0.02725755,6.980670530592707e+17,GALAXY,241.97898,50.199486,0.4008627,0.2782633,1.155397,5.950315,8.837928,5.704245,3.585195,0.04484981,2.092892,12.27696,24.53271,36.4496,1.759238,4.498458,2.991864,1.514477,0.5573905,0.504102,1.916748,12.28152,24.65487,35.43496,3.508071,4.507602,3.117137,1.755146,0.7759008,6.780023,10.27417,24.5405,48.43988,111.2171,17.0365,19.7099,17.6833,21.436,24.1739,23.5254
624,52377,25,246.81518,45.903639,0.4004576504230499,GALAXY,1600.8465269210697,33.732763063212055,81.51349356202846,155.802605799453,23.237328078507208,111.22792310884708,57.91579985644484,11.824339362964578,22.688292571700757,16.057907139312785,18.835038037153613,24.202872452698887,32.99323044805025,24.743908477463822,57.94000978075778,0.5633511537933,0.0001620858503256,    702568453696940032,320323373293.30396,7878102493.5,9977192493.500002,1.8171259724579936,1.9966769764192795,477533914132.0587,10675879997.000006,1.9966769764192795,14725069996.999996,1.9966769764192795,1.2376512515155564e+18,246.815171323742,45.903652289687,22.26705,20.43304,18.66818,18.0563,17.64534,0.5159994,0.04564018,0.01646022,0.01345569,0.03702623,1345.0,301.0,4.0,615.0,22.26705,20.43304,18.66818,18.0563,17.64534,22.80767,20.29964,18.66818,18.14257,17.99818,0.03699809,0.02882866,0.01994353,0.01482018,0.01102349,7.0256845369694e+17,GALAXY,246.81518,45.903639,0.4004577,0.0677574,1.779139,7.644457,11.01648,6.731827,4.534534,0.1833606,2.06581,11.77394,22.39104,31.77404,2.054013,3.403067,3.760401,1.766251,0.8160684,0.3257267,1.990154,11.72062,22.49244,31.12691,2.671201,3.460629,3.996564,1.960413,0.993158,6.68917,10.94179,31.06187,58.31627,115.2604,31.7241,32.5493,30.2792,32.5006,37.1563,31.479
761,54524,637,128.29086999999998,42.518369,0.4005642533302307,GALAXY,1601.2267155112936,32.40585332381626,160.78136547172087,77.6181931716957,22.324401739625912,55.13645001138712,114.79801003867571,23.92071490004703,56.41147532976422,47.40152875228033,34.563635937015235,66.87665554726358,79.39077717277127,68.49351753443526,103.37842073473436,0.783089319977893,0.0002063830310692,    856985002234112000,405770785660.7419,11926347493.499998,14375285826.83332,1.3981736298816596,1.8503761583767497,441211545117.43524,10625889997.000002,1.9966769764192795,14725069996.999996,1.9966769764192795,1.2376577723128223e+18,128.290826066376,42.5183837560037,21.74955,20.88934,19.05117,18.35801,17.9688,0.3909408,0.07482453,0.02293406,0.02018197,0.04939577,2863.0,301.0,6.0,53.0,21.74955,20.88934,19.05117,18.35801,17.9688,18.49745,20.97307,19.05126,18.48689,18.37404,0.1108274,0.08635596,0.05974066,0.04439371,0.03302076,8.56985002234112e+17,GALAXY,128.29087,42.518369,0.4005643,0.282629,1.339632,5.501142,8.699396,4.904342,3.375171,0.760645,1.680037,9.525665,19.69956,26.1195,1.317481,3.568686,2.366616,1.70454,0.7898942,0.03950825,1.616489,9.662516,19.03937,26.46361,2.46938,3.612156,3.049453,1.883267,0.7810148,5.390574,9.496078,23.84157,45.42375,90.92715,28.0466,35.502,26.2031,32.3364,35.4774,28.0194
764,52238,511,134.69847,47.886814,0.4005778729915619,GALAXY,1601.2752869450685,12.173899147100755,105.35709776595657,81.09789588715796,6.168805684528603,57.64186675315082,75.06308718332373,2.5423799130673697,49.85090838708759,2.6020087074627387,9.292980657351125,9.325235614723546,70.27084142558257,29.74300933988382,78.59116178406465,0.8747257966168192,0.0002309305994658,    860328028985649152,498727375896.84076,9877235826.833334,12825957493.500006,1.5112242620054324,1.8969264186630095,621537510956.2213,11575699997.000002,1.8636762327442529,14675079996.999985,1.9035764558467612,1.2376546525678802e+18,134.698470373103,47.8868261812031,22.27699,19.81722,18.20269,17.51831,17.08086,0.7739057,0.04246138,0.01579377,0.01263759,0.03344674,2137.0,301.0,3.0,235.0,22.27699,19.81722,18.20269,17.51831,17.08086,22.61367,19.58899,18.2027,17.72112,17.26678,0.1057402,0.08239208,0.05699846,0.04235597,0.03150506,8.603280289856492e+17,GALAXY,134.69847,47.886814,0.4005779,0.6938326,2.770695,7.84532,10.77956,6.41006,5.000443,1.479021,3.549488,14.32974,26.43463,37.30773,1.368027,1.860603,1.372444,1.359693,0.8725254,1.424553,3.484379,14.30198,26.58641,37.02448,2.226085,1.866945,1.469519,1.525681,1.170549,6.910346,13.92277,33.36776,70.0397,141.3923,23.4047,25.3711,22.199,24.4229,23.8847,20.6361
780,52370,117,187.74053,62.42163100000001,0.4006251692771912,GALAXY,1601.4439553893533,14.07218718301556,18.346862596009203,259.17045669176065,8.058364931328722,185.3359723428429,11.649825729983151,5.85159748755159,5.85159748755159,10.425092681782802,11.744229682022874,16.84264153570747,11.744229682022874,48.32577482325098,89.44967974138962,0.6129713959404296,0.0001439831158199,    878234127814387712,292394156778.3356,8177972493.500004,14075415826.833342,1.4979241876379297,1.9301766045817663,438500144716.4758,14875039997.000002,0.9991713988565798,14975019996.999994,0.9991713988565798,1.237655369825518e+18,187.740457423304,62.4216552890038,22.8952,20.72244,18.80295,18.19056,17.72626,1.002787,0.07007146,0.02142217,0.01934228,0.05543585,2304.0,301.0,3.0,206.0,22.8952,20.72244,18.80295,18.19056,17.72626,20.62054,20.92673,18.89071,18.35615,17.78907,0.05746019,0.04477259,0.03097347,0.02301661,0.01712013,8.782341278143877e+17,GALAXY,187.74053,62.421631,0.4006252,0.1431238,1.197461,5.266694,7.560516,4.693478,3.352062,0.4221712,1.777304,9.701344,19.41489,29.72105,1.33396,4.300835,2.60147,1.309538,0.5861055,0.2432781,1.688518,9.560225,19.27488,28.96745,4.012665,4.273158,2.739572,1.485953,0.6808495,4.617724,9.320635,28.50571,58.17026,109.9408,18.6954,21.096,19.1713,19.2392,20.1785,16.9589
781,52373,330,188.43758,63.375753,0.400323748588562,GALAXY,1600.3689455306217,15.70692369013818,15.815562744805598,272.32472768461446,8.955267970383689,194.8171962736861,9.052465566365504,1.0298118476960942,5.564649663911355,9.748117672968194,9.584995390714129,16.60485218478676,12.263075958720036,62.28758432103064,86.59334068555764,0.6269512170153404,0.0001367038403079,    879418576765741056,575758690515.3679,12226217493.500004,14875069160.16668,1.9567767533167713,1.9900269392355285,535540594349.42126,13675279997.000015,1.3183731836766437,14925029997.000011,1.4513739273516704,1.2376554659168914e+18,188.437625565585,63.3757467263691,26.26169,20.62572,18.81268,18.1489,17.87178,0.9299236,0.04768423,0.01644013,0.01430711,0.04164338,2326.0,301.0,6.0,76.0,26.26169,20.62572,18.81268,18.1489,17.87178,25.95087,20.43657,18.8127,18.2021,17.94641,0.05224056,0.04070549,0.02815987,0.0209258,0.01556495,8.79418576765741e+17,GALAXY,188.43758,63.375753,0.4003237,-0.1233913,1.276886,5.666358,8.614643,4.9919,3.599388,0.3997203,2.182224,12.49792,24.78907,34.53846,1.198329,4.378522,4.073131,2.222657,1.000912,0.2307755,2.061793,12.56659,24.60439,34.88639,2.646064,4.45658,4.20801,2.355072,1.16257,4.664529,9.255991,25.4914,39.17389,88.48841,15.2562,18.2574,19.1623,15.221,18.1807,17.4324
787,52320,361,209.10647,61.51539,0.4008432328701019,GALAXY,1602.221554832479,48.46481856913494,104.12669885438224,115.35909285687632,34.19441841056898,82.26017329426611,74.21011354798495,29.62547814444633,51.4579959532952,65.47213621389574,42.16316913163745,91.94053649689316,72.4196656252756,54.26150473479574,97.69420055732284,0.2144542022402662,1.976698091622685e-06,    886182496532719616,197206491633.0423,4079749160.166666,7178405826.833334,1.9966769764192795,1.9966769764192795,177994933147.13373,3677279997.0000005,1.9966769764192795,3977219997.0,1.9966769764192795,1.2376553714405215e+18,209.106470188875,61.5154071975929,26.70629,20.65958,18.87286,18.21665,17.82472,0.5113702,0.04365226,0.01575577,0.01435673,0.03690693,2304.0,301.0,6.0,273.0,26.70629,20.65958,18.87286,18.21665,17.82472,25.84347,20.60882,18.87291,18.22623,17.99877,0.07339492,0.05718883,0.03956297,0.02939953,0.02186785,8.861824965327196e+17,GALAXY,209.10647,61.51539,0.4008432,0.1204766,1.283302,5.822953,7.968017,4.286769,3.357757,0.236825,2.600635,14.93881,26.68628,33.25682,1.566874,4.365641,2.780896,1.657624,0.6895987,0.0568665,2.523925,14.87526,26.74123,33.80407,3.201371,4.422889,3.768496,2.176187,0.9190446,7.923448,12.17019,33.77879,67.73995,150.8497,14.5464,15.4836,15.0666,16.2785,15.7476,14.5247
789,52342,168,215.58129,58.644951,0.4005107581615448,GALAXY,1601.0359333421827,107.61411687919568,147.2063749003899,139.93339371145652,76.67453988092605,99.85320360484718,105.06697840227274,68.14658977153945,79.58636543134018,80.7872080779362,95.73430831238264,113.34608328397314,111.6722712405708,51.2697806230794,129.92838661586632,0.1273215649772864,4.38577493627881e-06,    888381245279463424,196013644842.04266,5479142493.499999,13125827493.500006,1.9567767533167713,1.9966769764192795,327659237854.60284,9476119996.999998,1.4513739273516704,11075799997.0,1.6974253031504694,1.2376553698316785e+18,215.581274531245,58.6449457123693,22.65411,20.43164,18.70628,18.00941,17.71649,0.7934362,0.0504201,0.01796036,0.01601196,0.04948188,2304.0,301.0,3.0,300.0,22.65411,20.43164,18.70628,18.00941,17.71649,19.75894,20.19705,18.70628,18.08949,17.88093,0.05041547,0.03928339,0.02717607,0.02019473,0.01502117,8.883812452794634e+17,GALAXY,215.58129,58.644951,0.4005108,-0.01026263,0.9808437,4.935753,6.641466,3.920637,2.852903,-0.05056201,1.591039,10.98807,19.19624,24.86954,1.477523,2.787671,2.318901,1.488374,0.6551521,-0.1322496,1.518395,10.74306,19.64148,24.39492,3.547556,2.71155,2.515868,1.742982,0.7848338,3.63305,10.48446,28.81239,61.56825,117.8662,15.2216,14.5616,13.5655,17.4439,19.8266,20.0814
792,52353,21,226.73481,55.651422,0.4007911980152129,GALAXY,1602.0360112939477,55.62286499581547,81.55022101987393,59.1607518624006,39.3499824122198,41.90227688797261,58.00725079495369,19.72806117900103,30.10157362079565,50.71131907412961,28.70015108353109,71.39649463399155,42.84910725248458,31.965685784633823,83.76751074249374,0.8058055599568216,0.000155367356871,    891718538132219904,478383067674.7611,11276629160.16668,14925047493.500002,1.6242748941292051,1.9966769764192795,392178379773.55664,11625689996.99999,1.0922719194290984,14025209996.99999,1.6774751915992154,1.2376554653889992e+18,226.734732093363,55.6514273749567,23.91492,20.77479,18.99071,18.35409,17.97482,1.493873,0.04887421,0.01735816,0.01519865,0.03404111,2326.0,301.0,5.0,213.0,23.91492,20.77479,18.99071,18.35409,17.97482,22.59155,20.98367,18.99064,18.42487,18.08488,0.05714294,0.04452539,0.03080246,0.02288953,0.0170256,8.917185381322199e+17,GALAXY,226.73481,55.651422,0.4007912,0.2222491,1.144257,4.963982,7.030674,4.350084,3.092233,0.5843896,2.140644,11.45737,21.40106,31.75877,1.576318,2.586796,2.334156,1.310327,0.5492511,0.6908102,2.032781,11.34899,21.63522,31.18325,2.652612,2.596864,2.362609,1.526266,0.7520586,3.676412,7.168473,24.05674,60.9585,142.5912,20.5707,23.6502,19.894,20.6312,23.9563,21.4455
816,52379,352,246.10397000000003,42.409147,0.400385320186615,GALAXY,1600.588554750051,117.20183895042877,118.47779335681784,161.07945641970448,83.54059722831485,115.00986663955852,84.45620513263886,79.9748354204193,90.27171730277443,82.4497869031207,112.233410790383,115.68181807608902,126.58345171101077,67.48683684464471,111.25043918246806,0.0358113271466968,2.834860145037334e-06,    918831120919848960,513426461092.5004,11276629160.16668,14825090826.833345,1.9900269392355285,1.9966769764192795,530457522370.52637,11425729996.99999,1.9900269392355285,14825049996.999994,1.9900269392355285,1.23765547289333e+18,246.103956537061,42.4091531244076,22.73314,20.80027,19.0155,18.37755,17.94341,0.5709803,0.04857067,0.01603898,0.01301416,0.03266146,2328.0,301.0,3.0,32.0,22.73314,20.80027,19.0155,18.37755,17.94341,20.72241,20.73187,19.0155,18.3935,18.20848,0.04226602,0.0329334,0.02278317,0.01693034,0.01259306,9.18831120919849e+17,GALAXY,246.10397,42.409147,0.4003853,0.007592422,1.266113,6.101192,8.499494,5.087306,3.80791,-0.1642074,2.195462,12.54753,23.10583,33.9751,1.555628,4.17298,2.859473,1.499508,0.6579362,0.3478625,2.103615,12.36446,23.2607,32.21749,4.948503,4.303924,3.102661,1.581426,0.7105695,6.075607,10.29084,23.40338,44.05099,95.34158,17.0761,19.5468,16.8386,21.7921,23.8042,24.1849
838,52378,342,173.87615,5.337339599999999,0.4009198546409607,GALAXY,1602.4947589081637,58.64440150753933,139.64966911281113,142.84993640935247,41.5661244286212,101.9553614972867,99.6635208078232,11.725185120836288,36.165717651266064,36.20140367311004,17.997440452187817,51.20498594685119,51.15556511389373,25.67144687504283,100.59389387156308,0.0103909589530481,7.744235947524675e-05,    943598170074540032,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.2376551260783905e+18,173.876160584912,5.33737609316503,23.38317,21.6338,20.66305,20.16336,20.29823,0.7412126,0.06870221,0.0518605,0.04881598,0.1962256,2247.0,301.0,5.0,88.0,23.38317,21.6338,20.66305,20.16336,20.29823,19.89173,21.73922,20.66306,20.1623,20.1264,0.1469036,0.1144663,0.07918725,0.05884461,0.04376958,9.4359817007454e+17,GALAXY,173.87615,5.3373396,0.4009199,-0.3801814,0.8901323,2.317881,2.668157,1.447663,1.64717,-1.05576,1.934152,5.01169,6.994681,8.695059,1.194962,4.904505,4.096949,2.208781,0.6154023,0.2638454,1.872983,4.791417,6.9211,8.356077,3.757431,4.990762,4.130247,2.297933,0.9337264,10.56336,17.41732,30.98007,51.68184,112.6309,16.6619,16.696,15.4315,15.2522,17.1148,15.6124
